SEQ_ARTICULO,ARTICULO,REF_ALTERNATIVA,SEQ_CLIPRO,GRUPO,FAMILIA,SUBFAMILIA,FABRICANTE,NOMBRE,NOMBRE_ABR,NOMBRE_PRO,TIPO_ALMACEN,TIPO_IVA,IMPORTACION,DTO_CIAL,FEC_ALTA,FEC_BAJA,FEC_BAJA_COM,COD_BARRA,COD_BCAJA,UDS_ENV,UDS_MINIMA,PESO_UNIDAD,PESO_CAJA,UNID_PALET,PESO_PALET,FORMATO,ATR1_FORMATO,ATR2_FORMATO,ATR3_FORMATO,ATR4_FORMATO,ATR5_FORMATO,ATR6_FORMATO,CLAVE_DTO,DTO_FIJO,STOCK,MARGEN,CTA_VENTAS,CTA_COMPRAS,OBSER,SEQ_MARGEN,UNID_MEDIDA,NUM_PLANO,COD_CATEGORIA,GRUPED,ART_RAPEL,GRUPOFAB,STOCKPROV,UGV,SUBIDA,IMAGEN,NWPROD,LOTE,MP CAMISA,MP VASTAGO,MP VARILLAS,MP CABEZA PISTON,MP TAPA TRASERA,MP TAPA GUIA,DIM CAMISA,DIM VASTAGO,DIM VARILLAS,DIM CABEZA PISTON,DIM TAPA TRASERA,DIM TAPA GUIA,ALTA TEMPERATURA,AMORTIGUACION,CARRERA,DIAMETRO,AMARRE 0,AMARRE 1,EXTRA 1,AMARRE 2,EXTRA 2,AMARRE 3,AMARRE 4,AMARRE 5,EXTRA 3,AMARRE 6,EXTRA 4,EXTRA 5,EXTRA 6,EXTRA 7,EXTRA 8,EXTRA 9,AMARRE 7,AMARRE 8,AMARRE 9,KIT,AMARRE 10
195877,2012A420P448,2012A420P448,,5,140,,,CIL 2012A420P448,CIL 2012A420P448,,1,2,,,11/12/1996 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,375,30,12,1,1,1,0,0,420.0,125.0,ESCUADRA,CONTRATUERCA,,,,,,,,,,,,,,,,,,,
195948,2006A100P450,2006A100P450,,5,140,,,CIL 2006A100P450,CIL 2006A100P450,,1,2,,,23/12/1996 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ACERO,ACERO,NO,ALUMINIO,NO,MP,63,22,NO,1,NO,1,0,0,100.0,63.0,BRIDA,CONTRATUERCA,,,,,,,,,,,,,,,,,,,
195953,6010N090P449,6010N090P449,,5,140,,,CIL 6010N090P449,CIL 6010N090P449,,1,2,,,23/12/1996 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,NO,NO,NO,NO,NO,300,NO,NO,NO,NO,NO,0,0,90.0,100.0,CREMALLERA,SOPORTE,CAMISA,,,,,,,,,,,,,,,,,,
195972,7016A120P816,70160A0120P816,,5,140,,,CIL 70160A0120P816,CIL 70160A0120P816,,1,2,,,07/01/1997 0:00,05/04/2016 0:00,05/04/2016 0:00,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ACERO,ACERO,F-2111,MP,MP,ACERO,640,50,16,1,1,4107000,0,1,120.0,160.0,FUELLE,BRIDA,VARILLA,CONTRATUERCA,,FUELLE,,,,,,,,,,,,,,,
195988,7016A120P452,7016A120P452,,5,140,,,CIL 7016A120P452,CIL 7016A120P452,,1,2,,,08/01/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,640,50,16,1,1,1,0,1,120.0,160.0,CONTRATUERCA,FUELLE,VARILLA,BRIDA,,FUELLE,,,,,,,,,,,,,,,
195995,2020A075P454,2020A075P454,,5,140,,,CIL 2020A075P454,CIL 2020A075P454,,1,2,,,09/01/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ACERO,ACERO,F-2111,MP,ACERO,ACERO,1000,40,16,1,3261440,5519360,0,1,75.0,200.0,BRIDA,CONTRATUERCA,,,,,,,,,,,,,,,,,,,
196002,2020AD00P455,2020AD00P455,,5,140,,,CIL 2020AD00P455,CIL 2020AD00P455,,1,2,,,09/01/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ALUMINIO,ACERO,F-2111,MP,MP,MP,42000,40,16,1,1,1,0,0,1283.0,200.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
196003,2020AC00P456,2020AC00P456,,5,140,,,CIL 2020AC00P456,CIL 2020AC00P456,,1,2,,,09/01/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ALUMINIO,ACERO,F-2111,MP,MP,MP,42000,40,16,1,1,1,0,0,1188.0,200.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
196015,7008N200P458,7008N200P458,,5,140,,,CIL 7008N200P458,CIL 7008N200P458,,1,2,,,10/01/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ALUMINIO,ACERO,F-2111,MP,MP,MP,80,25,10,1,1,1,0,1,200.0,80.0,CONTRATUERCA,,VARILLA,,,,,,,,,,,,,,,,,,
196025,7016N350P459,7016N350P459,,5,140,,,CIL 7016N350P459,CIL 7016N350P459,,1,2,,,13/01/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ALUMINIO,ACERO,F-2111,MP,MP,MP,160,40,16,1,1,1,0,1,350.0,160.0,CONTRATUERCA,,VARILLA,,,,,,,,,,,,,,,,,,
196026,7016N200P460,7016N200P460,,5,140,,,CIL 7016N200P460,CIL 7016N200P460,,1,2,,,13/01/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ALUMINIO,ACERO,F-2111,MP,MP,MP,160,40,16,1,1,1,0,1,200.0,160.0,CONTRATUERCA,,VARILLA,,,,,,,,,,,,,,,,,,
196027,7020N350P461,70200N0350P461,,5,140,,,CIL 70200N0350P461,CIL 70200N0350P461,,1,2,,,13/01/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ALUMINIO,ACERO,F-2111,MP,MP,MP,42000,40,16,1,1,1,0,1,350.0,200.0,CONTRATUERCA,,VARILLA,,,,,,,,,,,,,,,,,,
196028,7020N450P462,7020N450P462,,5,140,,,CIL 7020N450P462,CIL 7020N450P462,,1,2,,,13/01/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ALUMINIO,ACERO,F-2111,MP,MP,MP,42000,40,16,1,1,1,0,1,450.0,200.0,CONTRATUERCA,,VARILLA,,,,,,,,,,,,,,,,,,
196422,ES20A775P464,ES20A775P464,,5,140,,,CIL ES20A775P464,CIL ES20A775P464,,1,2,,,29/01/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ALUMINIO,ACERO,F-2111,MP,ACERO,ACERO,42000,60,16,1,3512320,6021120,1,1,775.0,200.0,ESCUADRA,,,,,,,,,,,,,,,,,,,,
196455,ES56AB92P465,ES56AB92P465,,5,140,,,CIL ES56AB92P465,CIL ES56AB92P465,,1,2,,,29/01/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,PERFORADA,ACERO,NO,ACERO,ACERO,ACERO,333060,110,NO,50730,69000,77000,0,1,1199.0,560.0,,,,,,,,,,,,,,,,,,,,,
196484,2016A190P466,2016A190P466,,5,140,,,CIL 2016A190P466,CIL 2016A190P466,,1,2,,,05/02/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,ACERO,ACERO,ACERO,640,70,16,8745,2031360,3554880,0,1,190.0,160.0,ARTICULACION HEMBRA,BULON,,SOPORTE,,,,,,,,,,,,,,,,,
196485,2016A560P467,2016A560P467,,5,140,,,CIL 2016A560P467,CIL 2016A560P467,,1,2,,,05/02/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,ACERO,ACERO,ACERO,640,70,16,8745,2031360,3554880,0,1,560.0,160.0,ARTICULACION HEMBRA,BULON,,SOPORTE,,,,,,,,,,,,,,,,,
196520,1620N900P468,1620N900P468,,5,140,,,CIL 1620N900P468,CIL 1620N900P468,,1,2,,,10/02/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,1000,40,16,1,1,1,0,0,900.0,200.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
196524,7006A08P445,7006A08P445,,5,140,,,CIL 7006A08P445,CIL 7006A08P445,,1,2,,,14/02/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ACERO,ACERO,F-2111,COMPRADO,MP,MP,63,20,8,1,1,1,0,1,8.0,63.0,CONTRATUERCA,ROTULA,PISTON,,VARILLA,,,,,,,,,,,,,,,,
196535,ES04N030P469,ES04N030P469,,5,140,,,CIL ES04N030P469,CIL ES04N030P469,,1,2,,,19/02/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,NO,NO,NO,NO,80,18,NO,NO,NO,NO,0,0,30.0,40.0,,,,,,,,,,,,,,,,,,,,,
196536,ES04N060P470,ES04N060P470,,5,140,,,CIL ES04N060P470,CIL ES04N060P470,,1,2,,,19/02/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,NO,NO,NO,NO,80,18,NO,NO,NO,NO,0,0,60.0,40.0,,,,,,,,,,,,,,,,,,,,,
196580,7025N500P471,7025N500P471,,5,140,,,CIL 7025N500P471,CIL 7025N500P471,,1,2,,,25/02/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ALUMINIO,ACERO,F-2111,MP,MP,MP,250,50,20,1,1,1,0,0,500.0,250.0,CONTRATUERCA,,VARILLA,,,,,,,,,,,,,,,,,,
196869,7010A570P025,7010A570P025,,5,140,,,CIL 7010A570P025,CIL 7010A570P025,,1,2,,,06/03/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ALUMINIO,ACERO,COMPRADO,COMPRADO,MP,COMPRADO,100,40,10,1,1,,0,1,570.0,100.0,CONTRATUERCA,ZUNCHO,VARILLA,,,,,,,,,,,,,,,,,,
196930,ES12NB10P473,ES12NB10P473,,5,140,,,CIL ES12NB10P473,CIL ES12NB10P473,,1,2,,,17/03/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,COMPRADO,ACERO,NO,NO,375,32,,5590,NO,NO,0,0,1080.0,125.0,CONTRATUERCA,,VARILLA,,,,,,,,,,,,,,,,,,
196937,2005A50P477,2005A50P477,,5,140,,,CIL 2005A50P477,CIL 2005A50P477,,1,2,,,19/03/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ACERO,INOX,NO,NO,NO,NO,2750,18,NO,NO,NO,NO,0,1,50.0,50.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
196945,ES20AA67P474,ES20AA67P474,,5,140,,,CIL ES20AA67P474,CIL ES20AA67P474,,1,2,,,19/03/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,ACERO,ACERO,ACERO,1000,50,16,215,2178000,3630000,0,1,67.0,200.0,,,,,,,,,,,,,,,,,,,,,
196946,ES12A450P476,ES12A450P476,,5,140,,,CIL ES12A450P476,CIL ES12A450P476,,1,2,,,20/03/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,CROMADO,F-2111,ACERO,ACERO,ACERO,375,35,12,4680,946125,1555200,0,1,450.0,125.0,,,,,,,,,,,,,,,,,,,,,
196947,ES10A114P475,ES10A114P475,,5,140,,,CIL ES10A114P475,CIL ES10A114P475,,1,2,,,20/03/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,ACERO,ACERO,MP,300,25,10,3675,648000,1,0,1,114.0,100.0,,,,,,,,,,,,,,,,,,,,,
197028,2020A300P478,2020A300P478,,5,140,,,CIL 2020A300P478,CIL 2020A300P478,,1,2,,,25/03/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,1000,40,16,1,1,1,0,1,300.0,200.0,FUELLE,FUELLE,,CONTRATUERCA,,,,,,,,,,,,,,,,,
197060,2008N400P480,2008N400P480,,5,140,,,CIL 2008N400P480,CIL 2008N400P480,,1,2,,,04/04/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ALUMINIO,ACERO,F-2111,MP,MP,MP,80,22,10,1,1,1,0,1,400.0,80.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
197065,2010A175P481,2010A175P481,,5,140,,,CIL 2010A175P481,CIL 2010A175P481,,1,2,,,08/04/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ALUMINIO,ALUMINIO,F-2111,NO,NO,MP,100,30,10,NO,NO,1,0,1,175.0,100.0,SOPORTE,FUELLE,,BULON,,FUELLE,CONTRATUERCA,,,,,,,,,,,,,,
197073,2012N450P482,2012N450P482,,5,140,,,CIL 2012N450P482,CIL 2012N450P482,,1,2,,,10/04/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,375,30,12,1,1,1,0,1,450.0,125.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
197101,7010N990P483,7010N990P483,,5,140,,,CIL 7010N990P483,CIL 7010N990P483,,1,2,,,21/04/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,87,,2,1,,1.0,,2.0,,,,,ALUMINIO,ACERO,F-2111,COMPRADO,MP,MP,100,32,10,1,1,1,1,1,990.0,100.0,CONTRATUERCA,ROTULA,VARILLA,,,,,,,,,,,,,,,,,,
197102,7010AN05P484,7010AN05P484,,5,140,,,CIL 7010AN05P484,CIL 7010AN05P484,,1,2,,,21/04/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ALUMINIO,ACERO,F-2111,COMPRADO,MP,MP,100,32,10,1,1,1,1,1,5.0,100.0,CONTRATUERCA,,VARILLA,,,,,,,,,,,,,,,,,,
197120,ES10A114P485,ES10A114P485,,5,140,,,CIL ES10A114P485,CIL ES10A114P485,,1,2,,,22/04/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ALUMINIO,ACERO,F-2111,COMPRADO,ACERO,MP,100,25,10,,648000,1,0,1,114.0,100.0,,,,,,,,,,,,,,,,,,,,,
197203,ES35A450P486,ES35A450P486,,5,140,,,CIL ES35A450P486,CIL ES35A450P486,,1,2,,,06/05/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,PERFORADA,ACERO,NO,ACERO,ACERO,ACERO,123648,75,NO,28800,11190080,11190080,0,1,450.0,350.0,SOPORTE,,,,,,,,,,,,,,,,,,,,
197204,ES16A359P487,ES16A359P487,,5,140,,,CIL ES16A359P487,CIL ES16A359P487,,1,2,,,06/05/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,NO,ACERO,ACERO,ACERO,640,40,NO,7260,1762255,2403075,0,1,359.0,160.0,HORQUILLA,,,,,,,,,,,,,,,,,,,,
197256,ES20A635P489,ES20A635P489,,5,140,,,CIL ES20A635P489,CIL ES20A635P489,,1,2,,,08/05/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,INOX,NO,NO,ACERO,ACERO,1000,40,NO,NO,3010560,4556250,0,1,635.0,200.0,SOPORTE,,,,,,,,,,,,,,,,,,,,
197286,ES10N300P491,ES10N300P491,,6,259,,,CAMISA REFRIGERACION S/P 20.491/00,CAMISA REFRIGERACION,,1,2,,,13/05/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,3,10,,1.0,,,,,,,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0,300.0,,,,,,,,,,,,,,,,,,,,,,
197288,7012A300P490,7012A300P490,,5,140,,,CIL 7012A300P490,CIL 7012A300P490,,1,2,,,13/05/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ALUMINIO,INOX,F-2111,COMPRADO,MP,MP,16500,32,12,1,1,1,0,0,300.0,125.0,CONTRATUERCA,,VARILLA,,,,,,,,,,,,,,,,,,
197289,ES20A60P488,ES200A0060P488,,5,140,,,CIL ES200A0060P488,CIL ES200A0060P488,,1,2,,,13/05/1997 0:00,,,,,1.0,1.0,,,,,,,,,,,,,,S,,,,"Camisa cromada, Tapa Guía y Pistón acero, Tapa Trasera/Artic. ""AW"" acero (sin rótula), Horquilla esp (""/14""), Fuelle esp. (ref. 566)",,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,ACERO,ACERO,ACERO,1000,45,16,10250,3796875,5821875,0,1,60.0,200.0,CONTRATUERCA,FUELLE,,HORQUILLA,,FUELLE,,,,,,,,,,,,,,,
197290,ES04N70P492,ES04N70P492,,5,140,,,CIL ES04N70P492,CIL ES04N70P492,,1,2,,,13/05/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,INOX,NO,NO,NO,NO,80,14,NO,NO,NO,NO,0,0,70.0,40.0,BLOQUEO,,,,,,,,,,,,,,,,,,,,
197330,ES05N050P494,ES05N050P494,,5,140,,,CIL ES05N050P494,CIL ES05N050P494,,1,2,,,14/05/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,NO,NO,NO,COMPRADO,2750,22,NO,NO,NO,,0,0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,
197331,ES05N020P493,ES05N020P493,,5,140,,,CIL ES05N020P493,CIL ES05N020P493,,1,2,,,14/05/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,CROMADO,F-2111,COMPRADO,COMPRADO,COMPRADO,2750,22,8,,,,0,0,20.0,50.0,,,,,,,,,,,,,,,,,,,,,
197367,7032A700P495,7032A700P495,,5,140,,,CIL 7032A700P495,CIL 7032A700P495,,1,2,,,16/05/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,PERFORADA,ACERO,NO,MP,NO,MP,1,63,NO,1,NO,1,0,1,700.0,320.0,CONTRATUERCA,HORQUILLA,,BULON,,,,,,,,,,,,,,,,,
197368,2016A620P496,2016A620P496,,5,140,,,CIL 2016A620P496,CIL 2016A620P496,,1,2,,,16/05/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,640,40,16,1,1,1,0,0,620.0,160.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
197395,ES10A160P497,ES10A160P497,,5,140,,,CIL ES10A160P497,CIL ES10A160P497,,1,2,,,26/05/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,NO,ACERO,NO,NO,28,40,NO,5250,NO,NO,0,1,160.0,100.0,ROTULA,ROTULA,,SOPORTE,,CONTRATUERCA,SOPORTE,,,,,,,,,,,,,,
197420,2020A900P498,2020A900P498,,5,140,,,CIL 2020A900P498,CIL 2020A900P498,,1,2,,,26/05/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ALUMINIO,ACERO,F-2111,MP,MP,MP,42000,40,16,1,1,1,0,0,900.0,200.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
197433,2016A330P499,2016A330P499,,5,140,,,CIL 2016A330P499,CIL 2016A330P499,,1,2,,,27/05/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,640,40,16,1,1,1,0,0,330.0,160.0,BULON,ROTULA,,ROTULA,,BULON,CONTRATUERCA,,,,,,,,,,,,,,
197454,2016N150P508,2016N150P508,,5,140,,,CIL 2016N150P508,CIL 2016N150P508,,1,2,,,03/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ACERO,COMPRADO,F-2111,MP,ACERO,ACERO,640,40,16,1,2369920,3893440,0,0,150.0,160.0,ARTICULACION HEMBRA,ARTICULACION MACHO,,BULON,,HORQUILLA,BULON,CONTRATUERCA,,,,,,,,,,,,,
197463,2016N125P913,2016N125P913,,5,140,,,CIL 2016N125P913,CIL 2016N125P913,,1,2,,,03/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ACERO,COMPRADO,F-2111,MP,ACERO,ACERO,125,40,16,1,2369920,3893440,0,0,125.0,160.0,ARTICULACION HEMBRA,ARTICULACION MACHO,,BULON,,HORQUILLA,BULON,CONTRATUERCA,,,,,,,,,,,,,
197464,2012A100P509,2012A100P509,,5,140,,,CIL 2012A100P509,CIL 2012A100P509,,1,2,,,03/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ACERO,ACERO,F-2111,MP,ACERO,ACERO,375,40,12,1,1451520,2073600,0,1,100.0,125.0,CONTRATUERCA,ROTULA,,ARTICULACION HEMBRA,,ARTICULACION MACHO,BULON,,,,,,,,,,,,,,
197492,ES16AA00P505,ES16AA00P505,,5,140,,,CIL ES16AA00P505,CIL ES16AA00P505,,1,2,,,05/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,ACERO,F-2111,ACERO,ACERO,ACERO,640,40,16,19305,1692800,2877760,0,1,970.0,160.0,CONTRATUERCA,ROTULA,,SOPORTE,,,,,,,,,,,,,,,,,
197507,2006A100P507,2006A100P507,,5,140,,,CIL 2006A100P507,CIL 2006A100P507,,1,2,,,05/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,,,,,,ACERO,ACERO,F-2111,ALUMINIO,ACERO,ACERO,63,28,8,1,3375,5775,0,1,100.0,63.0,CONTRATUERCA,SOPORTE,VARILLA,HORQUILLA,,SOPORTE,,,,,,,,,,,,,,,
197533,2005A052P510,2005A052P510,,5,140,,,CIL 2005A052P510,CIL 2005A052P510,,1,2,,,06/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ACERO,ACERO,F-2111,ALUMINIO,MP,MP,2750,18,8,50,1,1,0,0,52.0,50.0,ESCUADRA,HORQUILLA,,CONTRATUERCA,,,,,,,,,,,,,,,,,
197539,2020A530P511,2020A530P511,,5,140,,,CIL 2020A530P511,CIL 2020A530P511,,1,2,,,06/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ACERO,ACERO,NO,ACERO,MP,MP,1000,40,NO,25215,1,1,0,0,530.0,200.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
197568,2016A150P513,2016A150P513,,5,140,,,CIL 2016A150P513,CIL 2016A150P513,,1,2,,,11/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,640,40,16,1,1,1,0,1,150.0,160.0,FUELLE,FUELLE,,,,,,,,,,,,,,,,,,,
197569,2016A230P512,2016A230P512,,5,140,,,CIL 2016A230P512,CIL 2016A230P512,,1,2,,,11/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ACERO,ACERO,F-2111,MP,MP,ACERO,640,40,16,1,1,1862080,0,0,230.0,160.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
197577,2008A100P514,2008A100P514,,5,140,,,CIL 2008A100P514,CIL 2008A100P514,,1,2,,,11/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,240,22,10,1,1,1,0,0,100.0,80.0,,,,,,,,,,,,,,,,,,,,,
197597,7010A260P516,7010A260P516,,5,140,,,CIL 7010A260P516,CIL 7010A260P516,,1,2,,,12/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ACERO,ACERO,F-2111,ACERO,ACERO,ACERO,300,40,10,13200,6600,10800,0,1,260.0,100.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
197598,7010A350P515,7010A350P515,,5,140,,,CIL 7010A350P515,CIL 7010A350P515,,1,2,,,12/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ALUMINIO,ACERO,F-2111,COMPRADO,ACERO,ACERO,100,25,10,1,6600,10800,0,1,350.0,100.0,CONTRATUERCA,SOPORTE,,,,,,,,,,,,,,,,,,,
197599,7012A665P517,7012A665P517,,5,140,,,CIL 7012A665P517,CIL 7012A665P517,,1,2,,,12/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ACERO,ACERO,F-2111,COMPRADO,ACERO,ACERO,375,32,12,16250,9425,2207625,0,1,665.0,125.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
197631,2012A470P518,2012A470P518,,5,140,,,CIL 2012A470P518,CIL 2012A470P518,,1,2,,,13/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,ACERO,ACERO,F-2111,MP,MP,MP,375,30,12,1,1,1,0,0,470.0,125.0,CONTRATUERCA,,,,,,,,,,,,,,,,,,,,
197641,2012A210P519,2012A210P519,,5,140,,,CIL 2012A210P519,CIL 2012A210P519,,1,2,,,16/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,ACERO,INOX,F-2111,MP,MP,MP,375,30,12,1,1,1,0,1,210.0,125.0,CONTRATUERCA,FUELLE,,ZUNCHO,,,,,,,,,,,,,,,,,
