SEQ_ARTICULO,ARTICULO,REF_ALTERNATIVA,SEQ_CLIPRO,GRUPO,FAMILIA,SUBFAMILIA,FABRICANTE,NOMBRE,NOMBRE_ABR,NOMBRE_PRO,TIPO_ALMACEN,TIPO_IVA,IMPORTACION,DTO_CIAL,FEC_ALTA,FEC_BAJA,FEC_BAJA_COM,COD_BARRA,COD_BCAJA,UDS_ENV,UDS_MINIMA,PESO_UNIDAD,PESO_CAJA,UNID_PALET,PESO_PALET,FORMATO,ATR1_FORMATO,ATR2_FORMATO,ATR3_FORMATO,ATR4_FORMATO,ATR5_FORMATO,ATR6_FORMATO,CLAVE_DTO,DTO_FIJO,STOCK,MARGEN,CTA_VENTAS,CTA_COMPRAS,OBSER,SEQ_MARGEN,UNID_MEDIDA,NUM_PLANO,COD_CATEGORIA,GRUPED,ART_RAPEL,GRUPOFAB,STOCKPROV,UGV,SUBIDA,IMAGEN,NWPROD,LOTE,MP CAMISA,MP VASTAGO,MP VARILLAS,MP CABEZA PISTON,MP TAPA GUIA,MP TAPA TRASERA,DIM CAMISA,DIM VASTAGO,DIM VARILLAS,DIM CABEZA PISTON,DIM TAPA GUIA,DIM TAPA TRASERA
195659,7020N300P437,7020N300P437,,5,140,,,CIL 7020N300P437,CIL 7020N300P437,,1,2,,,07/11/1996 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
195660,7025N450P436,7025N450P436,,5,140,,,CIL 7025N450P436,CIL 7025N450P436,,1,2,,,07/11/1996 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
195661,7032N600P435,7032N600P435,,5,140,,,CIL 7032N600P435,CIL 7032N600P435,,1,2,,,07/11/1996 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
195777,ES02N14P440,ES02N14P440,,5,140,,,CIL ES02N14P440,CIL ES02N14P440,,1,2,,,28/11/1996 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
195790,3035A450P441,3035A450P441,,5,140,,,CIL 3035A450P441,CIL 3035A450P441,,1,2,,,29/11/1996 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
195809,7006A80P445,7006A80P445,,5,140,,,CIL 7006A80P445,CIL 7006A80P445,,1,2,,,02/12/1996 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
195844,ES16A100P442,ES16A100P442,,5,140,,,CIL ES16A100P442,CIL ES16A100P442,,1,2,,,03/12/1996 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
195845,ES20A100P443,ES20A100P443,,5,140,,,CIL ES20A100P443,CIL ES20A100P443,,1,2,,,03/12/1996 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
195848,2020A185P446,2020A185P446,,5,140,,,CIL 2020A185P446,CIL 2020A185P446,,1,2,,,04/12/1996 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
195861,2016A200P447,2016A200P447,,5,140,,,CIL 2016A200P447,CIL 2016A200P447,,1,2,,,09/12/1996 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
195877,2012A420P448,2012A420P448,,5,140,,,CIL 2012A420P448,CIL 2012A420P448,,1,2,,,11/12/1996 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
195948,2006A100P450,2006A100P450,,5,140,,,CIL 2006A100P450,CIL 2006A100P450,,1,2,,,23/12/1996 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
195953,6010N090P449,6010N090P449,,5,140,,,CIL 6010N090P449,CIL 6010N090P449,,1,2,,,23/12/1996 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
195972,7016A120P816,70160A0120P816,,5,140,,,CIL 70160A0120P816,CIL 70160A0120P816,,1,2,,,07/01/1997 0:00,05/04/2016 0:00,05/04/2016 0:00,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
195988,7016A120P452,7016A120P452,,5,140,,,CIL 7016A120P452,CIL 7016A120P452,,1,2,,,08/01/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
195995,2020A075P454,2020A075P454,,5,140,,,CIL 2020A075P454,CIL 2020A075P454,,1,2,,,09/01/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
196002,2020AD00P455,2020AD00P455,,5,140,,,CIL 2020AD00P455,CIL 2020AD00P455,,1,2,,,09/01/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
196003,2020AC00P456,2020AC00P456,,5,140,,,CIL 2020AC00P456,CIL 2020AC00P456,,1,2,,,09/01/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
196015,7008N200P458,7008N200P458,,5,140,,,CIL 7008N200P458,CIL 7008N200P458,,1,2,,,10/01/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
196025,7016N350P459,7016N350P459,,5,140,,,CIL 7016N350P459,CIL 7016N350P459,,1,2,,,13/01/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
196026,7016N200P460,7016N200P460,,5,140,,,CIL 7016N200P460,CIL 7016N200P460,,1,2,,,13/01/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
196027,7020N350P461,70200N0350P461,,5,140,,,CIL 70200N0350P461,CIL 70200N0350P461,,1,2,,,13/01/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
196028,7020N450P462,7020N450P462,,5,140,,,CIL 7020N450P462,CIL 7020N450P462,,1,2,,,13/01/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
196422,ES20A775P464,ES20A775P464,,5,140,,,CIL ES20A775P464,CIL ES20A775P464,,1,2,,,29/01/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
196455,ES56AB92P465,ES56AB92P465,,5,140,,,CIL ES56AB92P465,CIL ES56AB92P465,,1,2,,,29/01/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
196484,2016A190P466,2016A190P466,,5,140,,,CIL 2016A190P466,CIL 2016A190P466,,1,2,,,05/02/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
196485,2016A560P467,2016A560P467,,5,140,,,CIL 2016A560P467,CIL 2016A560P467,,1,2,,,05/02/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
196520,1620N900P468,1620N900P468,,5,140,,,CIL 1620N900P468,CIL 1620N900P468,,1,2,,,10/02/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
196524,7006A08P445,7006A08P445,,5,140,,,CIL 7006A08P445,CIL 7006A08P445,,1,2,,,14/02/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
196535,ES04N030P469,ES04N030P469,,5,140,,,CIL ES04N030P469,CIL ES04N030P469,,1,2,,,19/02/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
196536,ES04N060P470,ES04N060P470,,5,140,,,CIL ES04N060P470,CIL ES04N060P470,,1,2,,,19/02/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
196580,7025N500P471,7025N500P471,,5,140,,,CIL 7025N500P471,CIL 7025N500P471,,1,2,,,25/02/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
196869,7010A570P025,7010A570P025,,5,140,,,CIL 7010A570P025,CIL 7010A570P025,,1,2,,,06/03/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
196930,ES12NB10P473,ES12NB10P473,,5,140,,,CIL ES12NB10P473,CIL ES12NB10P473,,1,2,,,17/03/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
196937,2005A50P477,2005A50P477,,5,140,,,CIL 2005A50P477,CIL 2005A50P477,,1,2,,,19/03/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
196945,ES20AA67P474,ES20AA67P474,,5,140,,,CIL ES20AA67P474,CIL ES20AA67P474,,1,2,,,19/03/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
196946,ES12A450P476,ES12A450P476,,5,140,,,CIL ES12A450P476,CIL ES12A450P476,,1,2,,,20/03/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
196947,ES10A114P475,ES10A114P475,,5,140,,,CIL ES10A114P475,CIL ES10A114P475,,1,2,,,20/03/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
197028,2020A300P478,2020A300P478,,5,140,,,CIL 2020A300P478,CIL 2020A300P478,,1,2,,,25/03/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197060,2008N400P480,2008N400P480,,5,140,,,CIL 2008N400P480,CIL 2008N400P480,,1,2,,,04/04/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197065,2010A175P481,2010A175P481,,5,140,,,CIL 2010A175P481,CIL 2010A175P481,,1,2,,,08/04/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197073,2012N450P482,2012N450P482,,5,140,,,CIL 2012N450P482,CIL 2012N450P482,,1,2,,,10/04/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197101,7010N990P483,7010N990P483,,5,140,,,CIL 7010N990P483,CIL 7010N990P483,,1,2,,,21/04/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,87,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197102,7010AN05P484,7010AN05P484,,5,140,,,CIL 7010AN05P484,CIL 7010AN05P484,,1,2,,,21/04/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197120,ES10A114P485,ES10A114P485,,5,140,,,CIL ES10A114P485,CIL ES10A114P485,,1,2,,,22/04/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
197203,ES35A450P486,ES35A450P486,,5,140,,,CIL ES35A450P486,CIL ES35A450P486,,1,2,,,06/05/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
197204,ES16A359P487,ES16A359P487,,5,140,,,CIL ES16A359P487,CIL ES16A359P487,,1,2,,,06/05/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
197256,ES20A635P489,ES20A635P489,,5,140,,,CIL ES20A635P489,CIL ES20A635P489,,1,2,,,08/05/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
197286,ES10N300P491,ES10N300P491,,6,259,,,CAMISA REFRIGERACION S/P 20.491/00,CAMISA REFRIGERACION,,1,2,,,13/05/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,3,10,,1.0,,,,,,,,,,,,,,,,,,
197288,7012A300P490,7012A300P490,,5,140,,,CIL 7012A300P490,CIL 7012A300P490,,1,2,,,13/05/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197289,ES20A60P488,ES200A0060P488,,5,140,,,CIL ES200A0060P488,CIL ES200A0060P488,,1,2,,,13/05/1997 0:00,,,,,1.0,1.0,,,,,,,,,,,,,,S,,,,"Camisa cromada, Tapa Guía y Pistón acero, Tapa Trasera/Artic. ""AW"" acero (sin rótula), Horquilla esp (""/14""), Fuelle esp. (ref. 566)",,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
197290,ES04N70P492,ES04N70P492,,5,140,,,CIL ES04N70P492,CIL ES04N70P492,,1,2,,,13/05/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
197330,ES05N050P494,ES05N050P494,,5,140,,,CIL ES05N050P494,CIL ES05N050P494,,1,2,,,14/05/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
197331,ES05N020P493,ES05N020P493,,5,140,,,CIL ES05N020P493,CIL ES05N020P493,,1,2,,,14/05/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
197367,7032A700P495,7032A700P495,,5,140,,,CIL 7032A700P495,CIL 7032A700P495,,1,2,,,16/05/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197368,2016A620P496,2016A620P496,,5,140,,,CIL 2016A620P496,CIL 2016A620P496,,1,2,,,16/05/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197395,ES10A160P497,ES10A160P497,,5,140,,,CIL ES10A160P497,CIL ES10A160P497,,1,2,,,26/05/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
197420,2020A900P498,2020A900P498,,5,140,,,CIL 2020A900P498,CIL 2020A900P498,,1,2,,,26/05/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197433,2016A330P499,2016A330P499,,5,140,,,CIL 2016A330P499,CIL 2016A330P499,,1,2,,,27/05/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197454,2016N150P508,2016N150P508,,5,140,,,CIL 2016N150P508,CIL 2016N150P508,,1,2,,,03/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197463,2016N125P913,2016N125P913,,5,140,,,CIL 2016N125P913,CIL 2016N125P913,,1,2,,,03/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197464,2012A100P509,2012A100P509,,5,140,,,CIL 2012A100P509,CIL 2012A100P509,,1,2,,,03/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197492,ES16AA00P505,ES16AA00P505,,5,140,,,CIL ES16AA00P505,CIL ES16AA00P505,,1,2,,,05/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
197507,2006A100P507,2006A100P507,,5,140,,,CIL 2006A100P507,CIL 2006A100P507,,1,2,,,05/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,,,,,,,,,,,,,,,,,
197533,2005A052P510,2005A052P510,,5,140,,,CIL 2005A052P510,CIL 2005A052P510,,1,2,,,06/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197539,2020A530P511,2020A530P511,,5,140,,,CIL 2020A530P511,CIL 2020A530P511,,1,2,,,06/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197568,2016A150P513,2016A150P513,,5,140,,,CIL 2016A150P513,CIL 2016A150P513,,1,2,,,11/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197569,2016A230P512,2016A230P512,,5,140,,,CIL 2016A230P512,CIL 2016A230P512,,1,2,,,11/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197577,2008A100P514,2008A100P514,,5,140,,,CIL 2008A100P514,CIL 2008A100P514,,1,2,,,11/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197597,7010A260P516,7010A260P516,,5,140,,,CIL 7010A260P516,CIL 7010A260P516,,1,2,,,12/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197598,7010A350P515,7010A350P515,,5,140,,,CIL 7010A350P515,CIL 7010A350P515,,1,2,,,12/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197599,7012A665P517,7012A665P517,,5,140,,,CIL 7012A665P517,CIL 7012A665P517,,1,2,,,12/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197631,2012A470P518,2012A470P518,,5,140,,,CIL 2012A470P518,CIL 2012A470P518,,1,2,,,13/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197641,2012A210P519,2012A210P519,,5,140,,,CIL 2012A210P519,CIL 2012A210P519,,1,2,,,16/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
197682,ES25A100P520,ES25A100P520,,5,140,,,CIL ES25A100P520,CIL ES25A100P520,,1,2,,,26/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
197698,2012A170P523,2012A170P523,,5,140,,,CIL 2012A170P523,CIL 2012A170P523,,1,2,,,27/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197699,2008A380P522,2008A380P522,,5,140,,,CIL 2008A380P522,CIL 2008A380P522,,1,2,,,27/06/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197736,ES10A50P524,ES10A50P524,,5,140,,,CIL ES10A50P524,CIL ES10A50P524,,1,2,,,14/07/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
197747,2003A450P234,2003A450P234,,5,140,,,CIL 2003A450P234,CIL 2003A450P234,,1,2,,,14/07/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
197762,2003A470P234,2003A470P234,,5,140,,,CIL 2003A470P234,CIL 2003A470P234,,1,2,,,15/07/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
197772,ES08N720P525,ES08N720P525,,5,140,,,CIL ES08N720P525,CIL ES08N720P525,,1,2,,,17/07/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
197790,ES10N550P526,ES10N550P526,,5,140,,,CIL ES10N550P526,CIL ES10N550P526,,1,2,,,18/07/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
197800,ES10N550P527,ES10N550P527,,5,140,,,CIL ES10N550P527,CIL ES10N550P527,,1,2,,,23/07/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
197805,2012A600P527,2012A600P527,,5,140,,,CIL 2012A600P527,CIL 2012A600P527,,1,2,,,24/07/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197850,2016A540P528,2016A540P528,,5,140,,,CIL 2016A540P528,CIL 2016A540P528,,1,2,,,04/09/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197868,ES35N400P530,ES35N400P530,,5,140,,,CIL ES35N400P530,CIL ES35N400P530,,1,2,,,09/09/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
197902,7012A325P531,7012A325P531,,5,140,,,CIL 7012A325P531,CIL 7012A325P531,,1,2,,,11/09/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197925,2016A178P533,2016A178P533,,5,140,,,CIL 2016A178P533,CIL 2016A178P533,,1,2,,,15/09/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197933,2020A300P534,2020A300P534,,5,140,,,CIL 2020A300P534,CIL 2020A300P534,,1,2,,,17/09/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
197939,7016A120P532,7016A120P532,,5,140,,,CIL 7016A120P532,CIL 7016A120P532,,1,2,,,17/09/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
198011,ES50A600P535,ES50A600P535,,5,140,,,CIL. ES50A600P535,CIL. ES50A600P535,,1,2,,,22/09/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
198014,7012A600P536,7012A600P536,,5,140,,,CIL. 7012A600P536,CIL. 7012A600P536,,1,2,,,23/09/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
198040,7010N990P537,7010N990P537,,5,140,,,CIL 7010N990P537,CIL 7010N990P537,,1,2,,,25/09/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
198051,7205A170P538,7205A170P538,,5,140,,,CIL. 7205A170P538,CIL. 7205A170P538,,1,2,,,30/09/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
198078,2040ND00P009,2040ND00P009,,5,140,,,CIL. 2040ND00P009,CIL. 2040ND00P009,,1,2,,,02/10/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
198082,ES12AB50P774,ES12AB50P774,,5,140,,,CIL. ES12AB50P774,CIL. ES12AB50P774,,1,2,,,02/10/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
198109,7008A067P540,7008A067P540,,5,140,,,CIL 7008A067P540,CIL 7008A067P540,,1,2,,,16/10/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
198126,ES08N003P541,ES08N003P541,,5,140,,,CIL ES08N003P541,CIL ES08N003P541,,1,2,,,16/10/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
198127,ES08N003P542,ES08N003P542,,5,140,,,CIL ES08N003P542,CIL ES08N003P542,,1,2,,,16/10/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
198138,2008A300P543,2008A300P543,,5,140,,,CIL 2008A300P543,CIL 2008A300P543,,1,2,,,21/10/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
198162,ES20A775P545,ES20A775P545,,5,140,,,CIL ES20A775P545,CIL ES20A775P545,,1,2,,,03/11/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
198189,7012A500P547,7012A500P547,,5,140,,,CIL. 7012A500P547,CIL. 7012A500P547,,1,2,,,05/11/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
198204,7020A900P546,7020A900P546,,5,140,,,CIL 7020A900P546,CIL 7020A900P546,,1,2,,,06/11/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,1.0,,,,,,,,,,,,,,,,
198217,2020A063P548,2020A063P548,,5,140,,,CIL. 2020A063P548,CIL. 2020A063P548,,1,2,,,11/11/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
198227,2008A400P549,2008A400P549,,5,140,,,CIL 2008A400P549,CIL 2008A400P549,,1,2,,,11/11/1997 0:00,,,,,1.0,,,,,,,,,,,,,,,S,,,,,,,,2,1,,1.0,,2.0,,,,,,,,,,,,,,,,
