SEQ_ARTICULO,ARTICULO,REF_ALTERNATIVA,SEQ_CLIPRO,GRUPO,FAMILIA,SUBFAMILIA,FABRICANTE,NOMBRE,NOMBRE_ABR,NOMBRE_PRO,TIPO_ALMACEN,TIPO_IVA,IMPORTACION,DTO_CIAL,FEC_ALTA,FEC_BAJA,FEC_BAJA_COM,COD_BARRA,COD_BCAJA,UDS_ENV,UDS_MINIMA,PESO_UNIDAD,PESO_CAJA,UNID_PALET,PESO_PALET,FORMATO,ATR1_FORMATO,ATR2_FORMATO,ATR3_FORMATO,ATR4_FORMATO,ATR5_FORMATO,ATR6_FORMATO,CLAVE_DTO,DTO_FIJO,STOCK,MARGEN,CTA_VENTAS,CTA_COMPRAS,OBSER,SEQ_MARGEN,UNID_MEDIDA,NUM_PLANO,COD_CATEGORIA,GRUPED,ART_RAPEL,GRUPOFAB,STOCKPROV,UGV,SUBIDA,IMAGEN,NWPROD,LOTE,MP CAMISA,MP VASTAGO,MP VARILLAS,MP CABEZA PISTON,MP TAPA GUIA,MP TAPA TRASERA,DIM CAMISA,DIM VASTAGO,DIM VARILLAS,DIM CABEZA PISTON,DIM TAPA GUIA,DIM TAPA TRASERA
225997,80080A0100P877,80080A0100P877,,5,140,,,CILINDRO 80080A0100P877,CILINDRO 80080A0100P,,1,2,,,20/09/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226016,80050A0090P890,80050A0090P890,,5,140,,,CILINDRO 80050A0090P890,CILINDRO 80050A0090P,,1,2,,,21/09/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226030,70160A1000P878,70160A1000P878,,5,140,,,CILINDRO 70160A1000P878,CILINDRO 70160A1000P,,1,2,,,22/09/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226039,70200A0220P893,70200A0220P893,,5,140,,,CILINDRO 70200A0220P893,CILINDRO 70200A0220P,,1,2,,,26/09/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226045,80040A0030P894,80040A0030P894,,5,140,,,CILINDRO 80040A0030P894,CILINDRO 80040A0030P,,1,2,,,26/09/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226054,70200A0160P892,70200A0160P892,,5,140,,,CILINDRO 70200A0160P892,CILINDRO 70200A0160P,,1,2,,,27/09/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226065,20125A0240P889,20125A0240P889,,5,140,,,CILINDRO 20125A0240P889,CILINDRO 20125A0240P,,1,2,,,28/09/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226074,80080A0080P910,80080A0080P910,,5,140,,,CILINDRO 80080A0080P910,CILINDRO 80080A0080P,,1,2,,,29/09/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226077,80080A0100P909,80080A0100P909,,5,140,,,CILINDRO 80080A0100P909,CILINDRO 80080A0100P,,1,2,,,30/09/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226101,ES080A0127P176,ES080A0127P176,,5,140,,,CILINDRO ES080A012P176,CILINDRO ES080A012P1,,1,2,,,05/10/2005 0:00,12/05/2008 0:00,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,SUSTITUIDO POR ES080A0127P176/01,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226107,20160A0160P896,20160A0160P896,,5,140,,,CILINDRO 20160A0160P896,CILINDRO 20160A0160P,,1,2,,,05/10/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226110,20125A0150P897,20125A0150P897,,5,140,,,CILINDRO 20125A0150P897,CILINDRO 20125A0150P,,1,2,,,05/10/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226116,70100A0210P891,70100A0210P891,,5,140,,,CILINDRO 70100A0210P891,CILINDRO 70100A0210P,,1,2,,,06/10/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226131,20063A0150P917,20063A0150P917,,5,140,,,CILINDRO 20063A0150P917,CILINDRO 20063A0150P,,1,2,,,11/10/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226144,20100N0250P919,20100N0250P919,,5,140,,,CILINDRO 20100N0250P919,CILINDRO 20100N0250P,,1,2,,,13/10/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226157,20125A0900P913,20125A0900P913,,5,140,,,CILINDRO 20125A0900P913,CILINDRO 20125A0900P,,1,2,,,17/10/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Cilindro estándar CNOMO ""LS"", Vástago más largo y ranura longit. rosca, Tapa Guía vitón, Segmento Magnético (2 uds.)",,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226159,20160A0800P915,20160A0800P915,,5,140,,,CILINDRO 20160A0800P915,CILINDRO 20160A0800P,,1,2,,,17/10/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Camisa Alum., Vástago esp. (más largo), 3 Contratuercas, Magnético, Vitón (TG)",,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226188,ES063N0250P905,ES063N0250P905,,5,140,,,CILINDRO ES063N0250P905,CILINDRO ES063N0250P,,1,2,,,25/10/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226203,70200A0190P908,70200A0190P908,,5,140,,,CILINDRO 70200A0190P908,CILINDRO 70200A0190P,,1,2,,,26/10/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226207,70100A0140P906,70100A0140P906,,5,140,,,CILINDRO 70100A0140P906,CILINDRO 70100A0140P,,1,2,,,27/10/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226210,70125A0200P907,70125A0200P907,,5,140,,,CILINDRO 70125A0200P907,CILINDRO 70125A0200P,,1,2,,,27/10/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226218,20125A0200P946,20125A0200P946,,5,140,,,CILINDRO 20125A0200P946,CILINDRO 20125A0200P,,1,2,,,28/10/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226231,20125A0200P911,20125A0200P911,,5,140,,,CILINDRO 20125A0200P911,CILINDRO 20125A0200P,,1,2,,,07/11/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226234,20200A0300P800,20200A0300P800,,5,140,,,CILINDRO 20200A0300P800,CILINDRO 20200A0300P,,1,2,,,07/11/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226237,70063A0200P928,70063A0200P928,,5,140,,,CILINDRO 70063A0200P928,CILINDRO 70063A0200P,,1,2,,,07/11/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226264,ES150A0230P949,ES150A0230P949,,5,140,,,CILINDRO ES150A0230P949,CILINDRO ES150A0230P,,1,2,,,14/11/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Camisa cromada, Tapas y Cab. Pistón (sulfin.) acero",,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226272,20063A0475P955,20063A0475P955,,5,140,,,CILINDRO 20063A0475P955,CILINDRO 20063A0475P,,1,2,,,14/11/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226276,20063A0475P956,20063A0475P956,,5,140,,,CILINDRO 20063A0475P956,CILINDRO 20063A0475P,,1,2,,,14/11/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226277,80050A0070P918,80050A0070P918,,5,140,,,CILINDRO 80050A0070P918,CILINDRO 80050A0070P,,1,2,,,14/11/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226279,80080A0100P950,80080A0100P950,,5,140,,,CILINDRO 80080A0100P950,CILINDRO 80080A0100P,,1,2,,,15/11/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226298,80080A0150P823,80080A0150P823,,5,140,,,CILINDRO 80080A0150P823,CILINDRO 80080A0150P,,1,2,,,17/11/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226340,ES160A0700P926,ES160A0700P926,,5,140,,,CILINDRO ES160A0700P926,CILINDRO ES160A0700P,,1,2,,,23/11/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226410,ES150N0660P921,ES150N0660P921,,5,140,,,CILINDRO ES150N0660P921,CILINDRO ES150N0660P,,1,2,,,01/12/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226470,20050A0070P965,20050A0070P965,,5,140,,,CILINDRO  20050A0070P965,CILINDRO  20050A0070,,1,2,,,14/12/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226500,20250A0130P967,20250A0130P967,,5,140,,,CIL 20250A0130P967,CIL 20250A0130P967,,1,2,,,20/12/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226511,20125N0250P041,20125N0250P041,,5,140,,,CIL 20125N0250P041,CIL 20125N0250P041,,1,2,,,23/12/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226547,ES125N0855P888,ES125N0855P888,,5,140,,,CILINDRO ES125N0855P888,CILINDRO ES125N0855P,,1,2,,,29/12/2005 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226589,20200A0180P971,20200A0180P971,,5,140,,,CIL 20200A0180P971,CIL 20200A0180P971,,1,2,,,05/01/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226622,20200A0100P972,20200A0100P972,,5,140,,,CILINDRO 20200A0100P972,CILINDRO 20200A0100P,,1,2,,,13/01/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226660,82050A0160P973,82050A0160P973,,5,140,,,CIL 82050A0160P973,CIL 82050A0160P973,,1,2,,,19/01/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,2.0,,,,,,,,,,,,,,,,
226684,70125A0250P975,70125A0250P975,,5,140,,,CILINDRO 70125A0250P975,CILINDRO 70125A0250P,,1,2,,,30/01/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226706,70100A0400P982,70100A0400P982,,5,140,,,CILINDRO 70100A0400P982,CILINDRO 70100A0400P,,1,2,,,06/02/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226721,30200AT0102P977,30200AT0102P977,,5,140,,,CIL 30200AT0102P977,CIL 30200AT0102P977,,1,2,,,08/02/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,2.0,,,,,,,,,,,,,,,,
226737,30200AT0102P976,30200AT0102P976,,5,140,,,CIL 30200AT0102P976,CIL 30200AT0102P976,,1,2,,,08/02/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,2.0,,,,,,,,,,,,,,,,
226740,30200AT0102P986,30200AT0102P986,,5,140,,,CIL 30200AT0102P986,CIL 30200AT0102P986,,1,2,,,08/02/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,2.0,,,,,,,,,,,,,,,,
226743,30200AT0178P979,30200AT0178P979,,5,140,,,CIL 30200AT0178P979,CIL 30200AT0178P979,,1,2,,,08/02/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,2.0,,,,,,,,,,,,,,,,
226748,30200AT0178P985,30200AT0178P985,,5,140,,,CIL 30200AT0178P985,CIL 30200AT0178P985,,1,2,,,08/02/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,2.0,,,,,,,,,,,,,,,,
226750,70160A0153P981,70160AT0153P981,,5,140,,,CIL 70160AT0153P981,CIL 70160AT0153P981,,1,2,,,08/02/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,2.0,,,,,,,,,,,,,,,,
226804,80080A0042P994,80080A0042P994,,5,140,,,CIL 80080A0042P994,CIL 80080A0042P994,,1,2,,,20/02/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,2.0,,,,,,,,,,,,,,,,
226820,20125A0125P995,20125A0125P995,,5,140,,,CILINDRO 20125A0125P995,CILINDRO 20125A0125P,,1,2,,,24/02/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Tapas y Pistón acero, Vástago esp., Cab. Rótula esp. ""AH"", Artic. Hembra y Macho acero 30251209 30251010, NBR",,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226852,20125A0300P996,20125A0300P996,,5,140,,,CILINDRO 20125A0300P996,CILINDRO 20125A0300P,,1,2,,,03/03/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226861,80080A0140P997,80080A0140P997,,5,140,,,CILINDRO 80080A0140P997,CILINDRO 80080A0140P,,1,2,,,06/03/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226881,20080A0200P978,20080A0200P978,,5,140,,,CILINDRO 20080A0200P978,CILINDRO 20080A0200P,,1,2,,,07/03/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226940,70160A0415P990,70160A0415P990,,5,140,,,CILINDRO 70160A0415P990,CILINDRO 70160A0415P,,1,2,,,21/03/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226963,ES200A0200P999,ES200A0200P999,,5,140,,,CILINDRO ES200A0200P999,CILINDRO ES200A0200P,,1,2,,,27/03/2006 0:00,,,,,1.0,1.0,70.0,20.0,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226975,ES125N1110P005,ES125N1110P005,,5,140,,,CILINDRO ES125N1110P005,CILINDRO ES125N1110P,,1,2,,,27/03/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Camisa acero, Vástago esp., Tapas y pistón acero, Juntas esp. (AUXHI), NBR",,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
226998,20300N0025P148,20300N0025P148,,5,140,,,CILINDRO 20300N0025P148,CILINDRO 20300N0025P,,1,2,,,30/03/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
227038,70100A0080P006,70100A0080P006,,5,140,,,CIL 70100A0080P006,CIL 70100A0080P006,,1,2,,,07/04/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
227041,70100A0080P007,70100A0080P007,,5,140,,,CIL 70100A0080P007,CIL 70100A0080P007,,1,2,,,07/04/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
227185,20160A0375P035,20160A0375P035,,5,140,,,CILINDRO 20160A0375P035,CILINDRO 20160A0375P,,1,2,,,12/05/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
227193,20080A2100P033,20080A2100P033,,5,140,,,CILINDRO 20080A2100P033,CILINDRO 20080A2100P,,1,2,,,15/05/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,"Vástago F-125, Tapa Guía acero, Artic. Hembra ""/09"" y Macho ""/10"" acero",,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
227200,20063A0250P036,20063A0250P036,,5,140,,,CILINDRO 20063A0250P036,CILINDRO 20063A0250P,,1,2,,,16/05/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
227224,20160A0415P038,20160A0415P038,,5,140,,,CILINDRO 20160A0415P038,CILINDRO 20160A0415P,,1,2,,,18/05/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
227235,30300N0500P017,30300N0500P017,,5,140,,,CILINDRO 30300N0500P017,CILINDRO 30300N0500P,,1,2,,,18/05/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
227328,70125A0415P041,70125A0415P041,,5,140,,,CILINDRO 70125A0415P041,CILINDRO 70125A0415P,,1,2,,,25/05/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
227386,70160A0425P042,70160A0425P042,,5,140,,,CILINDRO 70160A0425P042,CILINDRO 70160A0425P,,1,2,,,25/05/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
227400,ES100N1175P040,ES100N1175P040,,5,140,,,CILINDRO ES100N1175P040,CILINDRO ES100N1175P,,1,2,,,29/05/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
227413,20125A0200P045,20125A0200P045,,5,140,,,CILINDRO 20125A0200P045,CILINDRO 20125A0200P,,1,2,,,30/05/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
227418,20125A0200P044,20125A0200P044,,5,140,,,CILINDRO 20125A0200P044,CILINDRO 20125A0200P,,1,2,,,30/05/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
227444,20200A0685P048,20200A0685P048,,5,140,,,CILINDRO 20200A0685P048,CILINDRO 20200A0685P,,1,2,,,07/06/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
227446,70160A0375P049,70160A0375P049,,5,140,,,CIL 70160A0375P049,CIL 70160A0375P049,,1,2,,,07/06/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
227516,70160A0685P636,70160A0685P636,,5,140,,,CIL 70160A0685P636,CIL 70160A0685P636,,1,2,,,13/06/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
227547,20125A0200P062,20125A0200P062,,5,140,,,CIL 20125A0200P062,CIL 20125A0200P062,,1,2,,,16/06/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
227562,4010N180P050,4010N180P050,,5,140,,,CIL 4010N180P050,CIL 4010N180P050,,1,2,,,21/06/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
227570,20250A0300P061,20250A0300P061,,5,140,,,CIL 20250A0300P061,CIL 20250A0300P061,,1,2,,,21/06/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
227723,ES050A0075P039,ES050A0075P039,,5,140,,,CIL ES050A0075P039,CIL ES050A0075P039,,1,2,,,28/07/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
227817,20125A0500P078,20125A0500P078,,5,140,,,CIL 20125A0500P078,CIL 20125A0500P078,,1,2,,,29/08/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
227831,ES100N0600P989,ES100N0600P989,,5,140,,,CIL ES100N0600P989,CIL ES100N0600P989,,1,2,,,01/09/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
227989,81080A0200P046,81080A0200P046,,5,140,,,CIL 81080A0200P046,CIL 81080A0200P046,,1,2,,,22/09/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
227990,81080A0080P082,81080A0080P082,,5,140,,,CIL 81080A0080P082,CIL 81080A0080P082,,1,2,,,22/09/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
227991,81080A0080P083,81080A0080P083,,5,140,,,CIL 81080A0080P083,CIL 81080A0080P083,,1,2,,,22/09/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
227998,2006A1050P084,2006A1050P084,,5,140,,,CIL 2006A1050P084,CIL 2006A1050P084,,1,2,,,22/09/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
228121,70063A0120P092,70063A0120P092,,5,140,,,CIL 70063A0120P092,CIL 70063A0120P092,,1,2,,,05/10/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
228142,70200A0800P088,70200A0800P088,,5,140,,,CIL 70200A0800P088,CIL 70200A0800P088,,1,2,,,16/10/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
228154,70160A1598P094,70160A1598P094,,5,140,,,CIL 70160A1598P094,CIL 70160A1598P094,,1,2,,,16/10/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
228175,41050A0200P069,41050A0200P069,,5,140,,,CIL 41050A0200P069,CIL 41050A0200P069,,1,2,,,19/10/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
228186,20080A0050P085,20080A0050P085,,5,140,,,CIL 20080A0050P085,CIL 20080A0050P085,,1,2,,,20/10/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
228219,ES125N1300P087,ES125N1300P087,,5,140,,,CIL ES125N1300P087,CIL ES125N1300P087,,1,2,,,27/10/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
228225,ES100N1175P096,ES100N1175P096,,5,140,,,CIL ES100N1175P096,CIL ES100N1175P096,,1,2,,,02/11/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
228227,ES100N1175P098,ES100N1175P098,,5,140,,,CIL ES100N1175P098,CIL ES100N1175P098,,1,2,,,02/11/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
228238,30200A0150P100,30200A0150P100,,5,140,,,CIL 30200A0150P100,CIL 30200A0150P100,,1,2,,,06/11/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
228279,ES100N1025P102,ES100N1025P102,,5,140,,,CIL ES100N1025P102,CIL ES100N1025P102,,1,2,,,10/11/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
228281,40080A0320P103,40080A0320P103,,5,140,,,CIL 40080A0320P103,CIL 40080A0320P103,,1,2,,,10/11/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
228292,ES125N0830P097,ES125N0830P097,,5,140,,,CIL ES125N0830P097,CIL ES125N0830P097,,1,2,,,14/11/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,1.0,,,,,,,,,,,,,,,,
228302,20063A1000P105,20063A1000P105,,5,140,,,CIL 20063A1000P105,CIL 20063A1000P105,,1,2,,,15/11/2006 0:00,,,,,1.0,1.0,,,,,,,,,,,,,N,S,,,,,,,,2,1,,1.0,N,2.0,,,,,,,,,,,,,,,,
