SEQ_CONJ;NIVEL_ALT;SEQ_ARTICULO;DESCRIPCION;VERIFICADO
306339;0;202276;CONJUNTO TAPA TRASERA G70FB12C;s
306346;0;202232;CONJUNTO TAPA TRASERA G70FB16B;n
306353;0;202237;CONJUNTO TAPA TRASERA G70FB20B;n
306360;0;202243;CONJUNTO TAPA TRASERA G70FB25B;n
306367;0;202246;CONJUNTO TAPA TRASERA G70FB32A;n
306374;0;214179;CONJUNTO TAPA TRASERA G70FB32B;n
306381;0;202212;CONJUNTO CABEZA PISTON G70FE03A;n
306385;0;202220;CONJUNTO CABEZA PISTON G70FE04A;n
306389;0;201268;CONJUNTO CABEZA PISTON G70FE05A;n
306393;0;201269;CONJUNTO CABEZA PISTON G70FE06A;n
306398;0;201272;CONJUNTO CABEZA PISTON G70FE08A;n
306403;0;202271;CONJUNTO CABEZA PISTON G70FE10B;s
306408;0;202227;CONJUNTO CABEZA PISTON G70FE12B;s
306413;0;202230;CONJUNTO CABEZA PISTON G70FE16B;s
306418;0;202239;CONJUNTO CABEZA PISTON G70FE20B;s
306423;0;202241;CONJUNTO CABEZA PISTON G70FE25B;s
306428;0;202244;CONJUNTO CABEZA PISTON G70FE32B;n
306433;0;197363;SUBCONJUNTO ALFAMATIC ISO-50;s
306439;0;197365;SUBCONJUNTO ALFAMATIS ISO-50M;n
306445;0;197364;SUBCONJUNTO ALFAMATIC ISO-63;n
306451;0;197366;SUBCONJUNTO ALFAMATIC ISO-63M;n
306457;0;207787;CIL 05IS100A200;n
306468;0;206308;CIL 05IS50A100/04D;n
306479;0;206266;CIL IS50A335M/12;n
306492;0;206307;CIL 05IS80A125/04D;n
306503;0;207786;CIL 05IS80A200;n
306515;0;207572;CIL 09IS100A120;n
306538;0;207573;CIL 09IS100A50;n
306561;0;206501;CIL 09IS100A570/12;n
306588;0;207003;CIL 09IS160A150;n
306610;0;206700;CIL 09IS200A270/09/11/20;n
306633;0;205332;CIL 09IS250N200;n
306656;0;205438;CIL 09IS250A710/10E/15E;n
306679;0;206352;CIL 09IS250A770/10E;n
306701;0;207439;CIL 09IS250A740;n
306722;0;205644;CIL 09IS32A115M/12;n
306731;0;208367;CIL 09IS40A200;n
306740;0;206312;CIL 09IS50A130SR;n
306749;0;207006;CIL. 09IS50A135/04D;n
306758;0;207717;CIL 09IS50160SR;n
306767;0;207110;CIL 09IS50A170SR;n
306776;0;207720;CIL 09IS50A190SV;n
306785;0;207603;CIL 09IS50A190SV;n
306793;0;207005;CIL. 09IS50A200RV;n
306802;0;207571;CIL 09IS50A25;n
306825;0;207762;CIL 09IS50A250;n
306848;0;207719;CIL 09IS50A300RV;n
306857;0;207490;CIL 09IS50A325;n
306866;0;207124;CIL 09IS63A100 SR;n
306875;0;207718;CIL 09IS63A125SR;n
306886;0;206223;CIL ISO 09IS63A30;n
306895;0;206200;CIL IS100A1025;n
306905;0;205575;CIL IS100A1100/12/14;n
306915;0;207388;CIL ISO100A1200M;n
306924;0;207394;CIL IS1001200M-ST;n
306932;0;207115;CIL IS100A150;n
306941;0;206199;CIL IS100A1525;n
306951;0;206056;CIL IS100A1600/07;n
306960;0;206536;CIL IS100A180;n
306969;0;205540;CIL IS100A430M/12/14;n
306979;0;205537;DESCONOCIDO;n
306988;0;207782;CIL IS100A75;n
306997;0;205691;CIL IS100A800M;n
307007;0;205535;CIL IS100A85M;n
307016;0;205987;CIL IS100A850;n
307025;0;206201;CIL IS125A1675;n
307035;0;207537;CIL IS125A400;n
307058;0;206500;CIL IS125A450/10/14;n
307067;0;207392;CIL IS 125A450M;n
307076;0;207440;CIL IS125A65M;n
307085;0;207004;CIL IS160A100;n
307109;0;206543;CIL IS160A150;n
307130;0;209247;CIL IS160A225;n
307151;0;205058;CIL IS160A280;n
307172;0;207965;CIL IS160A320;n
307193;0;205001;CIL IS160A325;n
307214;0;206530;CIL IS160A350;n
307235;0;208457;IS160A400;n
307256;0;208882;CIL IS160A420;n
307277;0;208301;CIL IS160A50;n
307298;0;209117;CIL IS160A900;n
307320;0;211550;CIL IS200A100M;n
307342;0;208467;CIL IS200A1300;n
307363;0;206995;CIL IS200A250;n
307384;0;206892;CIL. IS200A450;n
307405;0;211792;CIL IS200A500;n
307426;0;211771;CIL IS200A500M;n
307449;0;209391;CIL IS200A560;n
307470;0;211793;CIL IS200A600;n
307491;0;206541;CIL IS250A110;n
307513;0;205590;CIL IS250A180/09T;n
307533;0;209248;CIL IS250A425;n
307554;0;205077;CIL 03IS100A100/100;n
307571;0;207387;CIL ISO 320A230;n
307592;0;206547;CIL IS320A760;n
307620;0;206883;CIL ISO32A15;n
307629;0;205538;CIL IS32A300M/14;n
307638;0;205232;CIL IS32A35;n
307647;0;208335;CIL IS32A350;n
307656;0;205838;CIL S/T IS40A150M;n
307665;0;206486;CIL IS40A300;n
307674;0;207552;CIL ISO40A300M;n
307683;0;205772;CIL IS40A500M;n
307692;0;206309;CIL IS40A75/09/14;n
307701;0;209347;CIL IS40A80;n
307710;0;206021;CIL IS50A130;n
307719;0;206358;CIL IS50A150;n
307728;0;207722;CIL IS50A150M;n
307752;0;205781;CIL IS50A170;n
307761;0;206407;CIL IS50A190SV;n
307770;0;209346;CIL IS50A250;n
307780;0;206456;CIL IS50A300RV;n
307790;0;206397;CIL IS50A305;n
307800;0;206463;CIL IS50A500;n
307809;0;205657;CIL IS50A630M;n
307818;0;206288;CIL IS50A75;n
307827;0;204942;CIL IS50A800M;n
307836;0;206098;CIL IS50A850M;n
307845;0;206287;CIL IS50A90;n
307854;0;206235;CIL 579IS50A350RV/09/10/14;n
307867;0;205826;CIL IS63A1080M;n
307876;0;206596;CIL IS63A1100M;n
307885;0;205849;CIL IS63A1150;n
307894;0;207783;CIL IS63A13;n
307904;0;205577;CIL IS63A1600/07;n
307913;0;207048;CIL IS63A30;n
307922;0;207323;CIL IS63A500M;n
307931;0;207615;CIL IS63A540M;n
307941;0;205804;CIL IS63A600M;n
307950;0;206412;CIL IS63A694M;n
307959;0;207672;CIL IS63A75;n
307971;0;207518;CIL IS63A850 M;n
307995;0;205525;CIL IS63A880M;n
308004;0;207888;CIL IS63A930M;n
308016;0;206390;CIL IS63A950M;n
308025;0;206893;CIL. IS80A1000;n
308035;0;206640;CIL IS80A1350M;n
308044;0;205655;CIL IS80A1600;n
308053;0;208046;CIL AU70A160A0170;n
308076;0;205837;CIL S/T IS80A175M;n
308085;0;205836;CIL S/T IS80A250M;n
308095;0;207522;80IS250A160;n
308116;0;205708;CIL IS80A350M-ST;n
308125;0;207984;CIL IS80A500;n
308134;0;208056;CIL IS80A600;n
308143;0;205539;CIL IS80A600M;n
308152;0;204956;CIL IS80A850;n
308161;0;206544;CIL IS80A90;n
308170;0;205591;CIL IS80A900/07;n
308179;0;208061;CIL 89IS160A170;n
308203;0;209556;CIL 89IS160A280;n
308224;0;205180;JUEGO REP CIL ES.200N400;n
308231;0;211839;CIL. KMS050A0060;n
308249;0;195241;CIL KMS63A250;n
308268;0;194918;CIL 40MS80A0125M;s
308289;0;212386;JUEGO REP KR04P351;n
308296;0;197671;JUEGO REP KR04P492;n
308303;0;209690;JUEGO REP KR04P819;n
308313;0;211671;JUEGO REP RSP40A90;n
308320;0;210999;JUEGO REP KR05P019;n
308326;0;209924;JUEGO REP KR05P248;n
308335;0;211653;JUEGO REP KR05P315;n
308342;0;212387;JUEGO REP KR05P349;n
308351;0;200377;JUEGO REP KR05P493;n
308358;0;199324;JUEGO REP. KR06P507;n
308367;0;202814;JUEGO REP KR06P685;n
308373;0;201939;JUEGO REP KR06P725;n
308381;0;195309;JUEGO REP KR08P124;s
308391;0;194709;JUEGO REP KR08P176;s
308399;0;212882;JUEGO REP KR08P251;n
308406;0;212389;JUEGO REP KR08P357;n
308414;0;211426;JUEGO REP KR08P430;n
308425;0;199886;JUEGO REP. KR08P601;n
308432;0;197818;JUEGO JUNTAS KR08P781;s
308440;0;194595;JUEGO REP KR10P025;s
308449;0;212101;JUEGO REP KR10P130;n
308458;0;197831;JUEGO REP KR10P139;n
308466;0;211710;JUEGO REP KR10P275;n
308474;0;197428;JUEGO REP KR10P310;n
308482;0;212388;JUEGO REP KR10P350;s
308491;0;197552;JUEGO REP KR10P363;s
308499;0;197027;JUEGO REP. KR10P475;n
308508;0;197138;JUEGO REP KR10P485;n
308518;0;198956;JUEGO REP KR10P497;n
308528;0;200378;JUEGO REP KR10P553;s
308535;0;201342;JUEGO REP KR10P686;n
308545;0;201573;JUEGO REP KR10P699;n
308554;0;202815;JUEGO REP KR10P743;n
308563;0;198067;JUEGO REP. KR10P772;n
308574;0;197235;JUEGO REP KR10P848;n
308582;0;200988;JUEGO REP KR12P105;n
308591;0;194667;JUEGO REP KR12P189;s
308600;0;209957;JUEGO REP AES125;n
308607;0;202614;JUEGO REP KR12P274;s
308616;0;199385;JUEGO REP KR12P306;n
308626;0;199128;JUEGO REP. KR12P308;n
308635;0;200320;JUEGO REP. KR12P325;n
308641;0;214455;JUEGO REP KR12P473;n
308649;0;197026;JUEGO REP. KR12P476;s
308657;0;202517;JUEGO REP KR12P564;s
308666;0;201464;JUEGO REP KR12P623;n
308673;0;198066;JUEGO REP. KR12P773;n
308684;0;201574;JUEGO REP KR12P774;s
308694;0;199081;JUEGO REP KR12P982;n
308702;0;201607;JUEGO REP KR125/40;n
308709;0;194870;JUEGO REP KR14P756;s
308717;0;195211;JUEGO REP KR16P155;s
308726;0;194405;JUEGO REP KR16P164;n
308735;0;211654;JUEGO REP KE16P295;n
308743;0;201433;JUEGO REP KR16P341;n
308749;0;212384;JUEGO REP KR16P346;n
308758;0;212385;JUEGO REP KR16P348;n
308767;0;200808;JUEGO REP KR16P371;n
308775;0;213296;JUEGO REP KR16P403;n
308782;0;213315;JUEGO REP KR16P412;n
308790;0;200175;JUEGO REP KR16P444;n
308798;0;199325;JUEGO REP. KR16P505;n
308806;0;202745;JUEGO REP KR16P512;n
308814;0;195439;JUEGO REP KR20P069;s
308820;0;194672;JUEGO REP KR20P078;s
308830;0;195453;JUEGO REP KR20P079;n
308840;0;214161;JUEGO REP KR20P161;n
308847;0;197427;JUEGO REP KR20P307;n
308854;0;197969;JUEGO REP KR20P309;n
308862;0;199105;JUEGO REP KR20P317;n
308872;0;195469;JUEGO REP KR20P330;s
308880;0;212525;JUEGO REP KR20P331;s
308890;0;213019;JUEGO REP KR20P416;n
308898;0;197525;JUEGO REP KR20P444;n
308906;0;197025;JUEGO REP. KR20P474;n
308914;0;197670;JUEGO REP KR20P488;n
308922;0;199323;JUEGO REP. KR20P511;n
308931;0;199827;JUEGO REP. KR20P545;n
308939;0;199268;JUEGO REP KR20P546;n
308947;0;197234;JUEGO REP KR20P563;n
308956;0;211624;JUEGO REP KR20P615;n
308964;0;200326;JUEGO REP KR20P620;n
308971;0;199341;JUEGO REP KR20P656;n
308979;0;199600;JUEGO REP. KR20P745;n
308987;0;194674;JUEGO REP KR20P746;n
308995;0;210953;JUEGO REP KR25P222;n
309003;0;213317;JUEGO REP KR25P410;n
309011;0;213314;JUEGO REP KR25P411;n
309019;0;197055;JUEGO REP KR25P602;n
309027;0;194756;JUEGO REP KR25P779;n
309034;0;195982;JUEGO REP KR28P304;s
309047;0;195322;JUEGO REP KR28P659;n
309055;0;211567;JUEGO REP KR30P279;n
309064;0;195346;JUEGO REP KR32P660;n
309072;0;199739;JUEGO REP. KR40P661;s
309081;0;197451;JUEGO REP KR45P856;s
309088;0;211593;JUEGO REP KR450P770;n
309095;0;198629;JUEGO REP. KR50P535;n
309104;0;199510;JUEGO REP KR56P465;n
309114;0;211001;JUEGO REP KR80P176;n
309123;0;200906;VASTAGO S/P K70CA10B.C-25;n
309125;0;197814;VASTAGO S/P K70CA10B.C-100;s
309127;0;200907;VASTAGO INOX S/P B470B12CA.C-400;n
309129;0;212394;VASTAGO S/P K70CA05A.C-50;n
309131;0;212395;VASTAGO S/P K70CA06A.C-50;n
309133;0;200908;VASTAGO S/P K70CA05A.C-250;n
309135;0;205230;CIL 01LS050N0025;n
309151;0;199360;CIL. 02LS063A0100/0150;n
309171;0;200304;CIL. 05LS050A0250M;n
309193;0;195289;CIL 06LS100AD0200M;n
309216;0;205542;CIL 06LS100N0200;s
309239;0;199183;CIL. 06LS100N0300;s
309263;0;197728;CIL 06LS160AD0600;n
309284;0;192258;CIL 06LS160N0300;n
309303;0;211886;CIL 06LS160A0300M;n
309325;0;197423;CIL 06LS200AD0400;n
309346;0;212334;CIL 06LS200AD0300M;n
309369;0;205780;CIL 06LS200A0300;n
309388;0;211885;CIL 06LS200AD0300M;n
309410;0;209044;CIL 06LS200N0400;n
309428;0;207109;CIL 06LS040N0200;n
309445;0;197422;CIL 06LS050A0150M;n
309466;0;207969;CIL 06LS050N0025;n
309485;0;195353;CIL 06LS063AD0200;s
309508;0;202240;CIL 06LS063AD0200M;n
309533;0;199164;CIL. 06LS063A0200;s
309554;0;194704;CIL 06LS080AD0200;n
309576;0;197390;CIL 06LS80AD200M;n
309601;0;195627;CIL 06LS080AD0300M;n
309624;0;197681;CIL 06LS080A0150M;n
309646;0;195290;CIL 06LS80AD200M;n
309669;0;212361;CIL 06MS080A0300M;n
309692;0;205614;CIL 06LS080N0200;s
309712;0;211884;CIL 06LS80A200M;s
309734;0;209604;CIL 06LS080N0300;n
309755;0;211252;CIL 07LS080N0150;n
309772;0;206841;CIL. 09LS125N250M;n
309788;0;205612;CIL 09LS160N200;n
309804;0;206684;CIL 09LS160N700;n
309819;0;205991;CIL 09LS160N900;n
309834;0;205613;CIL 09LS200N900;n
309850;0;205524;CIL 09LS40N1300;n
309865;0;207725;CIL 09LS63N150;n
309882;0;205013;CIL 09LS63N200;n
309899;0;202714;CIL LS100A0240M;n
309918;0;211089;CIL LS100A0300;n
309936;0;197722;CIL LS100A40;n
309954;0;200181;CIL. LS100A0920;s
309972;0;211251;CIL LS100N0350;n
309989;0;200171;CIL. LS125A0200M;s
310008;0;197369;CIL LS125A0300;s
310028;0;202679;CIL LS125A0300M;s
310049;0;199800;CIL. LS125A0330;n
310067;0;198976;CIL. LS125A0550M;n
310085;0;206702;CIL LS125N0025;n
310101;0;212390;CIL LS125N0030;n
310118;0;211888;CIL LS125A300;n
310136;0;192840;CIL LS125N0320;s
310155;0;212309;CIL LS125N0385;n
310172;0;208914;CIL LS125N0700;n
310189;0;196810;CIL LS160A0100;n
310207;0;200123;CIL. LS160A0125;n
310224;0;211090;CIL LS160A0200;n
310242;0;199085;CIL. LS160A0250;n
310260;0;194705;CIL  LS160A0300;s
310280;0;200301;CIL. LS160A0350;n
310300;0;200206;CIL. LS160A0400;n
310319;0;200252;CIL. LS160A0600;n
310338;0;212223;CIL LS160A0650;n
310356;0;211091;CIL LS160A0700;n
310374;0;201794;CIL LS160A0915;n
310394;0;211883;CIL LS160A200;n
310412;0;211887;CIL LS160A0300M;s
310431;0;208390;CIL LS160N0700;n
310449;0;211092;CIL LS200A0300;s
310467;0;201265;CIL LS200A0300M;s
310486;0;198760;CIL. LS200A0400M;n
310508;0;196534;CIL LS200A0500;n
310526;0;212222;CIL LS200A0550;n
310544;0;206701;CIL LS200N0010;n
310559;0;205744;CIL LS200N1100;n
310574;0;198753;CIL. 02LS125A0080/0160M;n
310597;0;200173;CIL. LS250A0200;s
310619;0;206442;CIL LS025N0085;n
310634;0;212417;CIL LS032A100;n
310651;0;209095;CIL 37MS080N0125;n
310666;0;199369;CIL. LS040A0200M;n
310685;0;197056;CIL LS40A25;s
310704;0;205062;CIL LS040N0120;n
310721;0;206580;CIL LS040N1200;n
310736;0;207134;CIL LS040N0600;n
310751;0;205827;CIL 47MS100N0075;s
310766;0;202027;CIL LS050A0025;s
310784;0;195733;CIL LS050A0100;n
310802;0;214458;CIL LS050A0100M;s
310821;0;200108;CIL. LS050A0150;n
310839;0;197714;CIL LS050A0250;n
310857;0;197713;CIL LS050A0050;n
310875;0;208533;CIL LS050N0032;s
310890;0;206455;CIL LS050N0090;n
310907;0;198270;CIL LS063A0100M;s
310926;0;212085;CIL LS063A0200;n
310944;0;198269;CIL LS063A0200M;s
310963;0;200653;CIL LS063A0050;s
310981;0;206310;CIL LS063N0126;n
310998;0;209408;CIL LS063N0360;n
311015;0;197550;CIL 86LS160N0200;n
311034;0;209136;CIL 69LS160N300;n
311055;0;209130;CIL 69LS200N300;n
311074;0;209137;CIL 69LS80N200;n
311094;0;208379;CIL 70MS080N0125;n
311111;0;205572;CIL 79LS160N530;n
311126;0;213893;CIL LS080A0150M;s
311145;0;200168;CIL. LS080A1500M;n
311166;0;200177;CIL. LS080A1750M;n
311187;0;199508;CIL. LS080A0200;s
311205;0;198752;CIL. LS080A0200M;s
311225;0;200145;CIL. 80LS100N0200;s
311242;0;207511;CIL LS080N0125M;n
311257;0;207126;CIL LS080N0165;s
311273;0;206028;CIL LS080N0020;n
311288;0;199165;CIL. LS080N0350;n
311305;0;202345;CIL 80LS050N0025;n
311322;0;212538;CIL 80LS080A0105;n
311340;0;202152;CIL 80LS080A0110;n
311358;0;213160;CIL 80LS080A0150;n
311377;0;202153;80LS80N110;s
311395;0;209607;CIL 86LS125N0300;n
311415;0;206159;CIL 09MS160A200;n
311433;0;211768;CIL 45LS100A0400M;n
311455;0;212881;CIL 40MS063A0200;n
311473;0;213789;CIL KMS63A250;n
311491;0;200499;CIL KMS063A0075;n
311510;0;212363;CIL 40MS080A0125M;n
311529;0;197731;CIL S1MS80A150;n
311549;0;211840;CIL. S2MS100A100M2/09E/15E;n
311572;0;194785;CIL S2MS100A200;n
311594;0;194825;CIL S2MS100A200M2/09E/15E;n
311618;0;211665;CIL S2MS100A75M;n
311641;0;211203;CIL S2MS125A200M;n
311662;0;211542;CIL S2MS125A250M;n
311682;0;195233;CIL S2MS80A150;n
311707;0;194789;CIL S2MS80A150M;n
311732;0;195282;CIL S2MS80A200;n
311755;0;197650;CIL S2MS80A240;n
311775;0;211462;CIL S2MS80A300;n
311795;0;194781;CIL S3MS100A200M;n
311817;0;195252;CIL S3MS100A250M;n
311841;0;196528;CIL S3MS100A65;n
311862;0;194779;CIL S3MS125A200;n
311884;0;194780;CIL S3MS125A200M;n
311907;0;194790;CIL S3MS125A250M;n
311928;0;196262;CIL S3MS125A300;n
311951;0;194784;CIL S3MS125A300M;n
311974;0;196263;CIL S3MS160A450M;n
311996;0;197088;CIL S305MS200A400;n
312020;0;197978;CIL. 06S3MS160A585;n
312043;0;206920;CIL. 01MS040N0030;n
312063;0;206388;CIL 01MS050A0080;n
312082;0;207180;CIL 02MS160A0420/0420;n
312100;0;208630;CIL 02MS160A0060/0150;n
312120;0;201902;CIL 02MS025A0025/0025;n
312138;0;209871;CIL 02MS040A0200/0200;n
312156;0;208620;CIL 02MS040A0052/0027;n
312176;0;205445;CIL 02MS050A0150/0100;n
312196;0;204934;CIL 02MS050A0050/0050;n
312214;0;212219;CIL 02MS050A0650/0650;n
312232;0;206506;CIL 02MS063A0100/0150;n
312252;0;207551;CIL 02MS063A0090/0210;n
312272;0;206514;CIL 03MS100A0100/0100;n
312291;0;200056;CIL. 03MS100A0300/0080;n
312315;0;209740;CIL 03MS160A0217/0217;n
312337;0;200061;CIL. 03MS200A0150/0150;n
312361;0;211993;CIL 03MS200A0320/0115;n
312383;0;211329;CIL 03MS200A440/110;n
312405;0;212178;CIL 03MS032A0050/0100;n
312427;0;205984;CIL 03MS080A0200/0135;n
312449;0;211744;CIL 03MS080A0300/0150;n
312471;0;205685;CIL 04MS125A0015;n
312490;0;201021;CIL 04MS125A150;n
312510;0;201020;CIL 04MS125A0400;n
312530;0;208870;CIL 04MS160A0120;s
312548;0;208901;CIL 04MS160A0150;n
312566;0;205418;CIL 04MS160A0030;n
312584;0;208871;CIL 04MS160A0050;n
312602;0;209695;CIL 04MS160A0080;n
312620;0;195108;CIL 04MS200A0080;s
312640;0;205072;CIL 04MS050A1000;n
312658;0;205055;CIL  04MS50A0650;n
312676;0;192523;CIL 04MS063A1000;s
312696;0;200480;CIL 04MS063A1100;s
312716;0;200289;CIL. 04MS063A1150;n
312736;0;193632;CIL 04MS063A1200;s
312756;0;200797;CIL 04MS063A1250;n
312776;0;195067;CIL 04MS063A1300;s
312796;0;192454;CIL 04MS063A1400;s
312816;0;205839;CIL 04MS063A0150;n
312835;0;196264;CIL 04MS063A1500;s
312855;0;206040;CIL 04MS063A1550;n
312874;0;208470;CIL 04MS063A0650;n
312893;0;200698;CIL 04MS063A0700;s
312913;0;192346;CIL 04MS063A0800;s
312933;0;197046;CIL 04MS63A900;n
312953;0;207761;CIL 04MS080A1200;s
312972;0;208887;CIL 04MS080A1500;n
312991;0;206833;CIL. 04MS0801550;n
313010;0;211467;CIL 05MS100A0160M;n
313031;0;192422;CIL 05MS100A0250;s
313053;0;206509;CIL 05MS100A0257;n
313073;0;207709;CIL 05MS100A0300;n
313093;0;196579;CIL 05MS100A0320;n
313115;0;192099;CIL 05MS100A0065;n
313137;0;195071;CIL 05MS125A0130;s
313159;0;205664;CIL 05MS125A0200;n
313179;0;205665;CIL 05MS125A0250;s
313199;0;209717;CIL 05MS125A0300;n
313219;0;205571;CIL 05MS125A0320;n
313239;0;209260;CIL 05MS125A0350;n
313260;0;192867;05MS125A400;n
313283;0;193299;CIL 05MS125A0500;n
313306;0;210523;CIL 05MS160A1000;n
313327;0;206402;CIL 05MS160A0175;n
313347;0;207980;CIL 05MS160A0250;n
313367;0;205667;CIL 05MS160A0300;s
313387;0;196907;CIL 05MS160A0320;n
313409;0;193768;CIL 05MS160A0450;s
313432;0;212990;CIL 05MS200A0300;s
313452;0;211608;CIL 05MS200A0600;n
313474;0;205809;CIL 05MS200A0660;n
313495;0;206337;CIL 05MS032A0080;n
313516;0;208891;CIL 05MS040A0075;n
313536;0;195248;CIL 05MS040A0080;n
313556;0;206813;CIL 05MS050A0160;n
313576;0;206099;CIL 05MS050A0200;n
313596;0;211468;CIL 05MS050A0250M;n
313618;0;202550;CIL 05MS063A0100;n
313639;0;206476;CIL 05MS063A0125;n
313659;0;208181;CIL 05MS063A0150;s
313679;0;208407;CIL 05MS063A0200;n
313699;0;212984;CIL 05MS080A0164;n
313719;0;212699;CIL 05MS080A0165;n
313740;0;206988;CIL 05MS080A0200;n
313760;0;205682;CIL 05MS080A0250;n
313781;0;200573;CIL 05MS080A0275;n
313804;0;207708;CIL 05MS080A0300;s
313825;0;201026;CIL 05MS080A0310;n
313849;0;209682;CIL 05MS080A0350;n
313870;0;208983;CIL 06MS100AT0160;n
313891;0;200094;CIL. 06MS100AT0185;s
313914;0;202752;CIL 06MS100AT0150;n
313937;0;211762;CIL 06MS100A0160;n
313958;0;195103;CIL 06MS100AT0240;s
313981;0;211955;CIL 06MS100A0260;n
314002;0;209383;CIL 06MS100AT0290;n
314023;0;202750;CIL 06MS100AT0315;s
314046;0;201509;CIL 06MS125A0200;n
314070;0;211460;CIL 06MS200AD0300;n
314093;0;212521;CIL 06MS080AD0200;n
314115;0;194519;CIL 06MS080A0200;n
314139;0;210993;CIL 06MS080A0300;n
314161;0;207549;CIL 09MS125A300;n
314179;0;205541;CIL 09/01MS100A75;n
314198;0;205320;CIL 09-05MS125A400M/10E/15E;n
314223;0;209384;CIL 09MS100A100M;n
314242;0;207802;CIL 09MS100A120.65;n
314260;0;205544;CIL 09MS100A150/12E/14E;n
314281;0;211176;CIL 09MS100A180;n
314299;0;205526;CIL 09MS100A200/09E/15E;n
314321;0;206936;CIL. 09MS100A200M/09E/15E;n
314344;0;208756;CIL 09MS100A250M/09E/15E;n
314367;0;208992;CIL 09MS100A300/09/14/20/21;n
314386;0;208013;CIL 09MS100A300M/09E/15E;n
314405;0;209751;CIL 09MS100A350M;n
314425;0;209766;CIL 09MS100A75M/09E/15E;n
314448;0;208063;CIL 09MS125A140;n
314466;0;205046;CIL 09MS125A200/09E/15E;n
314488;0;206934;CIL. 09MS125A200M/09E/15E;n
314511;0;209109;CIL 09MS125A250M/09/20/14/21;n
314531;0;205041;CIL 09MS125A300/09E/15E;n
314554;0;206932;CIL. 09MS125A300M/09E/15E;n
314577;0;206695;CIL 09MS125A340/10E/15E;n
314597;0;206696;CIL 09MS125A400/09/10E/20/15E;n
314617;0;208229;CIL 09MS125A50;n
314635;0;205878;CIL 09MS160A100;n
314653;0;207001;CIL 09MA160A1100;n
314673;0;206990;CIL 09MS160A150;n
314694;0;205546;CIL 09MS160A200;n
314713;0;206991;CIL 09MS160A260;n
314732;0;205609;CIL 09MS160N460/09T/10/20/14/21;n
314750;0;207428;CIL 09MS160500;n
314768;0;209715;CIL 09MS160A540;n
314788;0;205213;CIL 09MS160A595/09T;n
314806;0;205000;CIL 09MS160A685;n
314826;0;209133;CIL 09MS160A700;n
314845;0;206997;CIL. 09MS160A750M/12/14/21;n
314863;0;206992;CIL09MS200A100;n
314882;0;207039;CIL 09MS200A170;n
314900;0;206699;CIL 09MS200A210/13E/12;n
314923;0;206698;CIL 09MS200A225/10E/15E;n
314944;0;206697;CIL 09MS200A300/10E/15E;n
314965;0;207002;CIL 09MS200A500;n
314985;0;205318;CIL 09MS200A520/09E;n
315003;0;207732;CIL 09MS200A550;n
315021;0;205808;CIL 09MS200N575 REC-175;n
315036;0;207000;CIL 09MS200A600;n
315055;0;206349;CIL 09MS200A685;n
315073;0;209128;CIL 09MS200A900;n
315092;0;205005;CIL 09MS25A175;n
315110;0;205778;CIL 09MS300A400;n
315126;0;205523;CIL 09MS32A50;n
315144;0;206811;CIL 09MS40A50;n
315163;0;207765;CIL 09MS40A670;n
315181;0;205543;CIL 09MS50A100/12E/14E;n
315198;0;205791;CIL 09MS50A100;n
315216;0;207441;CIL 09MS50A100M;n
315234;0;206998;CIL. 09MS50A1450M/07/14/21;n
315252;0;209634;CIL 09MS50A150;n
315271;0;209633;CIL 09MS50A200;n
315290;0;206846;CIL 09MS50A38/04E;n
315308;0;206830;CIL. 09MS50A50M;n
315326;0;206732;CIL 09MS63A100;n
315344;0;205764;CIL 09MS63A125;n
315362;0;206231;CIL 09MS63A127/14;n
315381;0;207077;CIL. 09MS63N190/04E;n
315400;0;211596;CIL 09MS63A200;n
315418;0;211598;CIL 09MS63A250;n
315436;0;208114;CIL 09MS63A30;n
315454;0;205855;CIL 09MS63A300M;n
315473;0;211568;CIL 09MS63A50;n
315491;0;211597;CIL 09MS63A75;n
315509;0;208072;CIL 09MS80A125;n
315527;0;207860;CIL 09MS80A125M;n
315547;0;206834;CIL 09MS80A150M/09/14/20/21;n
315568;0;206516;09MS80A200;n
315587;0;205854;CIL 09MS80A250M;n
315606;0;206145;CIL 09MS80A279;n
315624;0;205527;CIL 09MS80A300/09/14/20/21;n
315644;0;206433;CIL 09MS80A380/09T/14;n
315670;0;209143;CIL 09MS80A500;n
315689;0;207291;CIL MS100AT75;n
315707;0;214467;CIL MS100A0275;n
315727;0;202568;CIL MS100N0200;n
315744;0;212924;CIL MS100N0025;n
315761;0;198045;CIL. MS100N0300;n
315780;0;200356;CIL. MS100N0037;n
315797;0;214468;CIL MS100N0800;n
315816;0;201493;CIL MS100A0065;n
315836;0;206227;CIL MS100A1070;n
315854;0;195501;CIL MS100A0110;n
315874;0;212960;CIL. MS100A1100;n
315892;0;207125;CIL MS100A0120;s
315910;0;212028;CIL MS100A1200;n
315929;0;200098;CIL. MS100A1250;s
315950;0;192742;CIL MS100A0130;s
315970;0;206311;CIL MS100A1300;n
315988;0;212425;CIL MS100A1350;n
316006;0;202426;CIL MS100A1400;n
316025;0;210975;CIL MS100A0142;n
316043;0;206389;CIL MS100A0150M;n
316061;0;211339;CIL MS100A0155;s
316079;0;194208;CIL MS 100A0160;s
316097;0;208308;CIL MS100A0165;n
316115;0;202314;CIL MS100A0170;n
316135;0;206538;CIL MS100A1700;n
