SEQ_CONJ;NIVEL_ALT;SEQ_ARTICULO;DESCRIPCION;VERIFICADO
268302;0;194392;CONJUNTO TAPA TRASERA AG70FB20A;n
268308;0;214297;CIL 80MS063A0100;n
268327;0;214298;CIL 80MS160A0635;s
268347;0;208666;CIL AA70A063A1080M;n
268372;0;208436;CIL AA70A06A115M;n
268397;0;208967;CIL AA70A063A0420M;n
268422;0;212057;CIL AA70A063A0430M;n
268447;0;208904;CIL AA70A063A0500M;n
268472;0;209209;CIL AA70A063A0570M;n
268497;0;212175;CIL AA70A063A0600M;n
268522;0;212076;CIL AA70A063A0700M;n
268547;0;208968;CIL AA70A063A0720M;n
268572;0;207976;CIL AA70A063A0850M;n
268597;0;208665;CIL AA70A063A0900M;n
268622;0;208959;CIL AA70A080A1200M;n
268647;0;200077;CIL. AA70A080A0200;n
268671;0;212409;CIL AA70A080A0780M;n
268696;0;213309;CIL AA70A100A0180;n
268742;0;212088;CIL AA70A10A0650;n
268766;0;197547;CIL AA70A125A0525;n
268790;0;197546;CIL AA70A125A0650;n
268814;0;211574;CIL AA70A125A0800;n
268839;0;211854;CIL AA70A160A0280;n
268863;0;211575;CIL AA70A200A0200;n
268886;0;199376;CIL. AA70A200A0270;n
268908;0;200360;CIL. AA70A200A0271;n
268929;0;211573;CIL AA70A200A0350;n
268951;0;208065;CIL AA70B063A0850M;n
268976;0;198095;CIL. AA70B100A0250;n
268999;0;197971;CIL AA70B100A0650;n
269023;0;202775;CIL AA70B125A0220;n
269045;0;194886;CIL AA70B125A0525;n
269070;0;194885;CIL AA70B125A0650;n
269095;0;200076;CIL. AA70B160A0250;n
269117;0;198036;CIL AA70B200A0270;n
269139;0;196109;CIL AA70B20A350;n
269161;0;201506;CIL AA70B200A0600;n
269183;0;202083;CIL AA70B250A0200;n
269205;0;207821;CIL AA70A040A0620M;n
269228;0;207822;CIL AA70A040A0850M;n
269251;0;207824;CIL AA70A080A1000M;n
269276;0;194913;TAPA GUIA S/P AB370A12FA;n
269278;0;211853;TAPA GUIA S/P AB370A16FA;n
269280;0;212133;TAPA GUIA S/P AB370B04FA;n
269282;0;213313;TAPA GUIA AB370B10FA;n
269284;0;211588;TAPA GUIA S/P AB370B12FA;n
269286;0;212939;TAPA GUIA S/P AB370B32FA;n
269288;0;212940;ARANDELA S/P AB470A32FV;n
269290;0;193234;CONTRATUERCA M-30X2;n
269292;0;195164;CIL AC70A250N1100;n
269310;0;198203;CHAPA DE 500X400X4;n
269312;0;195310;CIL AD70A200A0550;n
269334;0;200376;CIL. AD70B20A600;n
269356;0;194735;CIL AES03C95P273;n
269367;0;209672;CIL AES04K94P232;n
269391;0;211071;CIL AES06B95P271;n
269403;0;209160;CIL AES06C94P162;n
269423;0;209324;CIL AES06H94P209;n
269435;0;201846;CIL AES06N94P254;n
269452;0;212186;CIL AES08A72P430;n
269484;0;208930;CIL AES08D94P176;s
269509;0;208159;CIL AES08H93P121;n
269528;0;193187;CIL AES08K93P124;n
269548;0;193963;CIL AES08K94P233;n
269571;0;209923;CIL AES08M94P246;n
269585;0;202852;CIL AES10D96P379;n
269606;0;210453;CIL AES10K93P130;n
269632;0;211846;CIL AES10L95P328;n
269650;0;211286;CIL AES11D95P282;n
269667;0;208768;CIL AES12C94P166;n
269688;0;193034;CIL AES12E93P105;n
269710;0;209028;CIL AES12E94P189;s
269742;0;195414;CIL AES12F96P404;n
269760;0;209317;CIL AES12H94P207;n
269778;0;211816;CIL AES12K95P325;n
269794;0;209696;CIL AES12L94P240;n
269809;0;208868;CONVERTIDOR 160X200;n
269821;0;212652;CIL AES16D96P393;n
269849;0;208129;CIL AES16H93P120;n
269868;0;208282;CIL AES16K93P131;n
269890;0;211016;CIL AES20B95P165;n
269912;0;209159;CIL AES20C94P161;n
269933;0;211554;CIL AES20H95P302;n
269955;0;211640;CIL AES20J95P317;s
269976;0;208366;CIL AES20L93P133;n
270000;0;195113;CIL AES20L95P330;s
270025;0;211878;CIL AES20L95P331;n
270052;0;213179;CIL AES20L96P431;n
270077;0;210739;CIL AES20N94P252;n
270107;0;209293;CIL AES25C94P150;n
270131;0;209177;CIL AES25C94P159;n
270152;0;209178;CIL AES25C9P160;n
270174;0;208937;CONVERTIDOR IS-250X200;n
270189;0;211914;CIL AES25L95P334;s
270218;0;211342;CIL AES25N94P258;n
270246;0;194998;CIL AES28H95P304;n
270287;0;212241;CIL AES30A96P362;n
270315;0;211276;CIL AES30D95P279;n
270346;0;212281;CIL AES35A96P360;n
270374;0;212966;CIL AES35J96P425;n
270397;0;213014;CIL AF70A080A0164M;n
270424;0;212985;CIL AF70A080A0165;n
270451;0;196533;CIL AF70A125A0320M;n
270476;0;214322;CONJUNTO CALDERIN AGB4CH100;n
270479;0;214190;CONJUNTO CALDERIN AGB4CH15;n
270482;0;202552;CONJUNTO CALDERIN AGB4CH150;n
270485;0;214323;CONJUNTO CALDERIN AGB4CH200;n
270488;0;214320;CONJUNTO CALDERIN AGB4CH25;n
270491;0;214324;CONJUNTO CALDERIN AGB4CH300;s
270494;0;214169;CONJUNTO CALDERIN AGB4CH50;n
270497;0;214321;CONJUNTO CALDERIN AGB4CH75;n
270500;0;214325;CONJUNTO CALDERIN ABG4CV100;n
270503;0;214331;CONJUNTO CALDERIN AGB4CV1000;n
270506;0;214326;CONJUNTO CALDERIN AGB4CV200;n
270509;0;214327;CONJUNTO CALDERIN AGB4CV300;n
270512;0;214328;CONJUNTO CALDERIN AGB4CV400;n
270515;0;214329;CONJUNTO CALDERIN AGB4CV500;n
270518;0;214330;CONJUNTO CALDERIN AGB4CV750;n
270521;0;194860;JUEGO REP AGFNA08KR;n
270528;0;194072;TAPA D COMPL     70GA05;n
270540;0;194097;CINJUNTO CABEZA PISTON G70FE06AM;n
270547;0;194058;JUEGO REP        70KR10;n
270555;0;213316;SUBCONJUNTO AG70GB20;n
270561;0;194902;CIL AH70A100A0200;n
270587;0;196514;CIL AH70B100A0200;n
270610;0;211158;CIL 40MS125A0075;n
270629;0;210736;JUEGO REP AKR08P233;n
270637;0;210763;JUEGO REP AKR20P133;s
270645;0;210762;JUEGO REP AKR20P252;n
270653;0;211482;CIL AK70A050A0180;n
270677;0;211406;CIL AK70A050A0250;n
270700;0;211489;VASTAGO S/P K70CA05A.C-180;n
270702;0;211141;CIL AK70A063A0050;n
270726;0;211495;VAST.INOX.Ak70a10ca025;n
270728;0;211478;CIL AK70A125A0050;n
270751;0;211480;CIL AK70A125A0400;n
270775;0;210984;CIL AK70A12A50;n
270798;0;211486;VASTAGO S/P K70CA12B.C-50;n
270800;0;211487;VASTAGO S/P K70CA12B.C-400;n
270802;0;210988;VAST AK70A12CA50;n
270804;0;210983;CIL AK70A160A0125;n
270826;0;210987;VASTAGO S/P K70CA16B.C-125;s
270828;0;214372;CIL AK70B080A0200;n
270851;0;200905;CIL AK70B100A0025;n
270874;0;197812;CIL AK70B100A0100;n
270897;0;214373;CIL AK70B100A0250;n
270921;0;214374;CIL AK70B125A0300;n
270944;0;200903;CIL AK70B125A0400;n
270966;0;214228;CIL AK70B160A0250;n
270989;0;200904;CIL AK70C050A0250;n
271009;0;214375;CIL AK70C080A0200;n
271031;0;214376;CIL AK70C100A0250;s
271054;0;214377;CIL AK70C125A0300;s
271077;0;212392;CIL AL70A050A0050;n
271100;0;212393;CIL AL70A063A0050;n
271124;0;211485;CIL AL70A100A0025;n
271147;0;197229;CIL AP70B200A0600;n
271169;0;197227;CIL AP70B125A0150;n
271191;0;197230;CIL AP70B160A0650;n
271213;0;196515;CIL AP70B160A0700;n
271235;0;197231;CIL AP70B160A0750;n
271257;0;197228;CIL AP70B160A0800;n
271279;0;197232;CIL AP70B200A0050;n
271301;0;197241;CIL AP70B200A0600;n
271323;0;212299;CIL AR70A125A1050;n
271343;0;198315;CIL. AR70B125A1500;n
271366;0;197795;CIL AA6565A063A0090;n
271395;0;200485;CIL AT70B200A0320;n
271419;0;214242;CIL LS063A0300M;s
271438;0;195323;CIL A1003C96P374;n
271457;0;195326;CIL A1003C96P375;n
271481;0;209345;CIL A1004H94P211;n
271499;0;211998;CIL A1006M95P343;n
271516;0;201551;CIL A1008J95P108;n
271541;0;198030;CIL 1008M93P141;n
271561;0;210998;CIL A1012A95P263;n
271578;0;210997;CIL A1016A95P262;n
271593;0;208687;CIL A1016B94P151;n
271608;0;212426;CIL A1016D96P389;n
271623;0;210996;CIL A1020A95P261;n
271638;0;208688;CIL A1020B94P152;n
271653;0;195221;CIL A1020H94P216;n
271673;0;212155;PANEL A11A96P664;n
271687;0;212156;PANEL A11A96P665;n
271701;0;212157;PANEL A11A96P666;n
271716;0;212158;PANEL A11A96P671;n
271724;0;212166;PANEL A11A96P672;n
271734;0;198779;PANEL A11A98P784;n
271737;0;201421;PANEL A11A99P825;n
271747;0;201422;PANEL A11A99P827;n
271757;0;201423;PANEL A11A99P829;n
271767;0;201424;PANEL A11A99P835;n
271776;0;201425;PANEL A11A99P843;n
271786;0;201426;PANEL A11A99P849;n
271795;0;201427;PANEL A11A99P855;n
271805;0;201428;PANEL A11A99P857;n
271814;0;201429;PANEL A11A99P877;n
271824;0;201430;PANEL A11A99P885;n
271835;0;211035;PANEL A11B95P593;n
271860;0;211108;PANAL A11B95P597;n
271876;0;211107;PANEL A11B95P598;n
271887;0;212291;PANEL A11B96P678;n
271908;0;212292;PANEL A11B96P679;n
271928;0;196808;ARMARIO A11B97P733;n
271937;0;196605;PANEL A11B97P736;n
271947;0;201468;PANEL A11B99P887;n
271955;0;201469;PANEL A11B99P888;n
271969;0;211173;PANEL S/P 11-0605/1;n
271982;0;196889;PANEL A11C97P736;n
271992;0;196899;PANEL A11C97P737;n
272006;0;196900;PANEL A11C97P738;n
272020;0;196931;PANEL A11C97P741;n
272053;0;197013;PANEL A11C97P742;n
272064;0;199333;PANEL A11C98P788;n
272068;0;199379;PANEL A11C98P791;n
272079;0;199380;PANEL A11C98P792;n
272090;0;199409;PANEL A11C98P793;n
272105;0;199410;PANEL A11C98P794;n
272115;0;201657;PANEL A11C99P889;n
272129;0;201850;PANEL A11C99P891;n
272135;0;212522;PANEL A11D96P682;n
272161;0;212523;PANEL A11D96P683;n
272172;0;212434;ARMARIO A11D96P684;n
272181;0;212433;ARMARIO A11D96P685;n
272189;0;212669;ARMARIO A11D96P690;n
272200;0;212668;PANEL A11D96P693;n
272235;0;197080;PANEL A11D97P743;n
272246;0;197094;PANEL A11D97P744;n
272255;0;197205;PANEL A11D97P745;n
272270;0;199504;PANEL A11D98P796;n
272279;0;201910;ARMARIO A11D99P892;n
272289;0;201962;PANEL A11D99P893;n
272310;0;201963;PANEL A11D99P894;n
272327;0;201964;PANEL A11D99P895;n
272357;0;201996;PANEL A11D99P896;n
272365;0;212548;ARMARIO A11E96P695;n
272374;0;212549;ARMARIO A11E96P696;n
272385;0;212653;PANEL A11E96P698;n
272400;0;212670;PANEL A11E96P700;n
272410;0;197431;PANEL A11E97P748;n
272421;0;197530;PANEL A11E97P750;n
272430;0;200074;ARMARIO A11E98P801;n
272447;0;202062;PANEL A11E99P897;n
272455;0;212430;ARMARIO A11F93P545;n
272463;0;211939;PANEL A11F95P610;n
272477;0;211938;PANEL A11F95P611;n
272490;0;211940;PANEL A11F95P612;n
272514;0;211941;PANEL A11F95P613;n
272539;0;211942;PANEL A11F95P614;n
272563;0;211944;PANEL A11F95P615;n
272583;0;211945;PANEL A11F95P616;n
272606;0;211401;ARMARIO A11F95P617;n
272619;0;211402;ARMARIO A11F95P618;n
272631;0;211399;ARMARIO A11F95P619;n
272654;0;211400;ARMARIO A11F95P620;n
272668;0;211943;PANEL A11F95P621;n
272692;0;211733;PENEL A11F95P629;n
272696;0;211734;PENEL A11F95P630;n
272700;0;211735;PANEL A11F95P631;n
272705;0;211736;PANEL A11F95P632;n
272711;0;211737;PANEL A11F95P633;n
272717;0;211738;PANEL A11F95P634;n
272723;0;211739;PANEL A11F95P635;n
272729;0;211740;PANEL A11F95P636;n
272733;0;212764;PANEL A11F96P705;n
272753;0;212763;ARMARIO A11F96P707;n
272765;0;197554;PANEL A11F97P752;n
272774;0;197555;PANEL A11F97P752A;n
272781;0;197561;PANEL A11F97P754;n
272803;0;197586;PANEL A11F97P756;n
272821;0;197592;PANEL A11F97P757;n
272832;0;197660;PANEL A11F97P758;n
272840;0;197652;PANEL A11F97P760;n
272860;0;197654;ARMARIO A11F97P762;n
272872;0;197694;PANEL A11F97P763;n
272875;0;197866;PANEL A11F97P769;n
272901;0;197924;ARMARIO A11F97P772;n
272913;0;200125;PANEL A11F98P802;n
272923;0;202370;PANEL A11F99P900;n
272935;0;202374;PANEL A11F99P901;n
272945;0;195537;PANEL A11J96P708;n
272965;0;197896;PANEL A11J97P773;n
272972;0;197897;PANEL A11J97P774;n
272979;0;214198;PANEL A11J99P910;n
272985;0;211754;CONJUNTO A11K95P642;n
272991;0;197921;PANEL A11K97P775;n
273010;0;198049;PANEL A11K97P777;n
273020;0;200447;ARMARIO A11K98P804;n
273031;0;214379;PANEL A11K99P922;n
273044;0;214380;PANEL A11K99P925;n
273052;0;214381;PANEL A11K99P926;n
273057;0;214382;PANEL A11K99P927;n
273063;0;214383;PANEL A11K99P928;n
273069;0;214384;PANEL A11K99P929;n
273078;0;214385;PANEL A11K99P930;n
273088;0;214386;PANEL A11K99P931;n
273097;0;214387;PANEL A11K99P933;n
273106;0;214388;ARMARIO A11K99P937;n
273119;0;211915;PANEL A11L95P653;n
273153;0;211916;PANEL A11L95P654;n
273165;0;211868;ARMARIO A11L95P658;n
273172;0;198194;PANEL A11L97P780;n
273183;0;200515;ARMARIO A11L98P809A;n
273193;0;200550;ARMARIO A11L98P809B;n
273203;0;200561;ARMARIO A11L98P810;n
273221;0;200552;ARMARIO A11L98P813A;n
273231;0;200555;ARMARIO A11L98P813B;n
273242;0;200553;ARMARIO A11L98P813C;n
273252;0;200554;ARMARIO A11L98P813D;n
273262;0;200560;ARMARIO A11L98P814A;n
273280;0;200557;ARMARIO A11L98P814B;n
273290;0;200569;PANEL A11L98P817;n
273312;0;209864;PANEL S/P 11-0587/1;n
273326;0;212042;PENAL A11M95P662;n
273337;0;195852;PANEL A11M96P710;n
273349;0;195851;PANEL A11M96P714;n
273368;0;195850;PANEL A11M96P715;n
273386;0;200654;PANEL A11M98P820;n
273394;0;200790;PANEL A11M98P821;n
273408;0;200791;PANEL A11M98P823;n
273417;0;214574;PANEL A11M99P942;n
273423;0;214575;PANEL A11M99P943;n
273437;0;214576;PANEL A11M99P944;n
273445;0;214577;PANEL A11M99P945;n
273456;0;214578;ARMARIO A11M99P946;n
273467;0;210954;PANEL A11N94P591;n
273494;0;196012;PANEL A11N96P720;n
273500;0;196011;PANEL A11N96P721;n
273515;0;196924;ARMARIO A11N96P724;n
273528;0;196923;ARMARIO A11N96P725;n
273541;0;196911;ARMARIO A11N96P726;n
273561;0;198482;ARMARIO A11N97P782;n
273576;0;212172;ARMAZON A12A96P273;n
273578;0;212168;CONVERTIDOR A12A96P274;n
273589;0;212185;ARMAZON PATAS A12A96P275;n
273591;0;212184;ARMAZON PATAS A12A96P276;n
273594;0;195990;CALDERIN DE 75 LTS.;n
273596;0;196915;CALDERIN 50 LTS. S/P 12-02984;n
273598;0;198781;ARMAZON A12A98P327;n
273601;0;211109;CHAPA DE 1000X800X5;n
273603;0;211110;CHAPA DE 500X500X5;n
273605;0;195400;PANEL S/P 12-0277/3;n
273610;0;212293;ARMAZON A12B96P279;n
273613;0;196606;ARMAZON S/P 12-0300/4;n
273615;0;199154;CALDERIN A12B98P329;n
273624;0;199206;CALDERIN DE 75 L;n
273626;0;211172;PANEL DE 600X500X4;n
273628;0;212767;ARMAZON S/P 12-0281/3;n
273631;0;196890;CHAPA DE 500X450X4;n
273633;0;197017;CHAPA DE 500X400X4;n
273635;0;199334;ARMAZON A12C98P331;n
273637;0;199412;CHAPA S/P 12.0333/4;n
273639;0;199411;ARMAZON S/P 12-0334/3;n
273641;0;212439;CALDERIN DE 500 LTS. S/P 12-0280/4;n
273643;0;212527;ARMAZON PANEL A12D96P285;n
273646;0;212526;CHAPA PANEL A12D96P686;n
273648;0;197079;ARMAZON PANEL S/P 12-0305/4;n
273652;0;197095;PANEL S/P 12-0306/04;n
273654;0;197222;CHAPA DE 1300X700X6;n
273656;0;199505;CHAPA A12D98P336;n
273658;0;211387;PANEL A12E95P252;n
273672;0;211410;CALDERIN 15 LTS. S/P 12-0253/4;n
273674;0;195538;ARMAZON A12E96P287;n
273677;0;212654;ARMAZON S/P 11-0698/3;n
273679;0;212676;CHAPA S/P 12-0289/4;n
273681;0;197429;CHAPA PANEL 500X400X4;n
273683;0;202155;CONVERTIDOR A12E99P350;n
273692;0;197529;CHAPA PANEL S/P 12-0312/4;n
273694;0;197556;CHAPA PANEL A12F97P313;n
273696;0;197560;ESTRUCTURA PANEL S/P 12.0314/3;n
273699;0;197585;ARMAZON PANEL A12F97P315;n
273702;0;197591;PANEL CHAPA S/P 20.316/4;n
273704;0;197590;ACUMULADOR A12F97P317;n
273708;0;197695;CHAPA PANEL S/P 11-0763/1;n
273710;0;200223;CONVERTIDOR A12G98P337;n
273717;0;202898;CONVERT.AIRE-ACEITE A12G99P352;n
273726;0;212876;CONVERTIDOR A12H96P290;n
273737;0;197842;ARMAZON S/P 12-0322/3;n
273740;0;197844;ARMAZON S/P 12-023/3;n
273743;0;200318;ACUMULADOR A12H98P338;n
273752;0;211626;ARMAZON A12J95P255;n
273755;0;197898;CHAPA DE 500X350X4;n
273757;0;197899;CHAPA DE 400X300X4;n
273759;0;211723;ARMAZON PANEL A12K95P259;n
273762;0;211721;ARMAZON PANEL A12K95P260;n
273765;0;211722;ARMAZON PANEL A12K95P261;n
273770;0;211767;ARMAZON A12K95P263;n
273773;0;211766;ARMAZON A12K95P264;n
273776;0;211765;ARMAZON A12K95P265;n
273779;0;211764;ARMAZON A12K95P266;n
273782;0;211763;ARMAZON A12K95P267;n
273785;0;213233;ACUMULADOR A12K96P292;n
273789;0;197920;ARMAZON A12K97P326;n
273792;0;200379;ACUMULADOR A12K98P339;n
273800;0;211946;ARMAZON A12L95P269;n
273805;0;211947;ARMAZON A12L95P270;n
273811;0;209865;ARMAZON PANEL S/P 12-0244/3;n
273813;0;195855;ARMAZON S/P 12-0293/4;n
273817;0;195854;CHAPA S/P 12-0294/4;n
273819;0;200792;ARMAZON A12M98P341;n
273821;0;200793;ARMAZON A12M98P342;n
273823;0;210961;ARMAZON S/P 12-0245/3;n
273827;0;194689;ARMAZON PANEL S/P 12-0246/3;n
273829;0;196010;CHAPA PANEL A12N96P295;n
273831;0;214389;CALDERIN REF.A12N99P355;n
273835;0;197662;CHAPA PANEL S/P A12-0318/4;n
273837;0;194666;COMP/DEP. A15A95P019;n
273848;0;196036;ASA PARA DOA 101 BN;n
273850;0;196255;BOMBA A15A97P046;n
273860;0;201375;MOTOR-BOMBA A15A99P070;n
273867;0;211051;MOT/RED 6AM-R10,2-IB;n
273875;0;211226;CONJUNTO SOPLADOR CON MOTOR;n
273891;0;211225;CONJUNTO SOPLADOR CON MOTOR;n
273907;0;212239;CONJUNTO CAL/BOM A15B96P034;n
273920;0;212233;CONJUNTO MOT/BOMBA A15B96P035;n
273928;0;199156;CONJUNTO COMPRESOR A15B98P056;n
273935;0;199205;MONTAJE CALDERIN DE 75 L.;n
273941;0;211138;COMP Y CAL S/P 15-0024/00;n
273951;0;211167;CONJ.COMPRESOR/CALDERIN;n
273962;0;195446;MOTOR 4AM-NRV-22B;n
273964;0;196921;MONTAJE BOMBA 1023-703Q-ER50X;n
273969;0;197033;MONTAJE A15C97P048;n
273973;0;202104;COMPRESOR A15C99P071;n
273982;0;211221;CONJUNTO BOMBA/MOTOR;n
273988;0;197071;MONTAJE A15D97P049;n
273998;0;199418;CONJUNTO MOTOR A15D98P057;n
274005;0;199511;CONJUNTO MOTOR A15D98P058;n
274012;0;212493;8AM-ARV-71 CON REDUCTOR DRUMA;n
274018;0;212500;BOMBA A15E96P038;n
274026;0;212515;MOT/RED 4AM-LCP-49/20/160/14;n
274031;0;202075;COMPRESOR A15E99P072;n
274039;0;202139;COMPRESOR-CALDERIN A15E99P073;n
274049;0;211456;MONTAJE GAST A15F95P027;n
274067;0;211458;6AM-IBC-102/4,8/200/19;n
274072;0;212737;CONJUNTO COMPRESOR/CALDERIN;n
274084;0;200102;BOMBA-CALDERIN A15F98P061;n
274094;0;202570;COMPRESOR A15F99P074;n
274105;0;202461;639CHI44AREJ CON REJILLA;n
274108;0;200208;COMPRESOR/CALDERIN A15G98P062;n
274117;0;200216;COMPRESOR/CALDERIN A15G98P063;n
274126;0;202551;COMPRESOR A15G99P077;n
274137;0;202571;COMPRESOR A15G99P078;n
274148;0;202615;COMPRESOR/CALDERIN A15G99P079;n
274158;0;211549;MOT/RED 8AM-R45-IPC;n
274163;0;195447;MOTOR 6AM/REDUCTOR IBC-102/4,8;n
274168;0;200303;COMPRESOR/CALDERIN A15H98P064;n
274175;0;202736;MOTORREDUCTOR A15H99P080;n
274180;0;202805;COMPRESOR A15J99P081;n
274221;0;202918;COMPRESOR DOBLE A15J99P082;n
274260;0;214168;COMPRESOR-CALDERIN A15J99P084;n
274269;0;214227;MONTAJE BOMBA A15J99P085;n
274275;0;214344;CAJA INSONORIZADA A15J99P086;n
274290;0;211819;MONTAJE A15K95P030;n
274306;0;211818;MONTAJE A15K95P031;n
274317;0;213196;CALDERIN Y COMPRESOR A15L96P043;n
274326;0;195641;CONJUNTO A15L96P044;n
274332;0;198412;MOTOREDUCTOR A15L97P052;n
274342;0;198133;MONTAJE A15L97P053;n
274348;0;200474;MOTOR A15L98P065;n
274358;0;194419;BOMBA S/P 15-0017;n
274366;0;211997;CONJUNTO CALDERIN CON BOMBA;n
274379;0;200679;COMPRESOR A15M98P066;n
274387;0;200733;COMPRESOR A15M98P067;n
274395;0;200752;COMPRESOR A15M98P068;n
274402;0;200809;COMPRESOR-CALDERIN A15M98P069;n
274411;0;214390;COMPRESOR-CALDERIN A15M99P088;n
274429;0;214579;COMPRESOR A15M99P089;n
274436;0;194623;COMPRESOR A15N94P018;n
274446;0;198700;BOMBA-MOTOR A15N97P054;n
274457;0;214391;BOMBA A15N99P087;n
274464;0;214580;COMPRESOR-CALDERIN A15N99P090;n
274506;0;212307;DEC A16B95P006;n
274510;0;200038;ARTICULACION S/P 16-0009/4;n
274512;0;214392;AMORTIGUADOR CON TOPE A16B99P010;n
274516;0;197086;DEC A16D96P008;n
274519;0;199109;MONTAJE A17B98P010;n
274523;0;194817;PLACA BASE S/P A17E95P003;n
274529;0;211427;MONTAJE VALVULA EN CIL AES25N94P258;n
274535;0;212300;CONJUNTO KINETROL A18B96P003;n
274542;0;199207;MONTAJE ACTUADOR;n
274551;0;197039;MONTAJE A18C97P006;n
274555;0;212761;MONTAJE ACTUADOR 09-100 CON VALVULA;n
274558;0;200768;ACOPLAMIENTO A18M98P008;n
274567;0;214393;CONJUNTO KINETROL-VALVULA A18M99P009;n
274574;0;214340;CIL MS250N0225;n
274593;0;214180;CIL MS300N0275;n
274610;0;208877;CIL A2003C94P168;n
274628;0;211616;CIL A2003J95P314;n
274646;0;194648;CIL A2004A95P257;n
274670;0;209889;CIL A2004M94P245;n
274689;0;211005;CIL A2005B95P266;n
274707;0;212519;CIL A2005E96P392;n
274725;0;212540;CIL A2005E96P394;n
274745;0;209318;CIL A2005H94P208;n
274763;0;209334;CIL A2005H94P210;n
274781;0;201759;CIL A2005H94P227;n
274803;0;209637;CIL A2005H94P228;n
274822;0;211619;CIL A2005J95P312;s
274841;0;194933;CIL A2005J95P313;s
274861;0;194942;CIL A2005J95P316;s
274884;0;209939;CIL A2005M94P247;n
274902;0;212128;CIL A2005M95P349;n
274920;0;208736;CIL A2006B94P157;n
274951;0;212678;CIL A2006D96P398;n
274976;0;212502;CIL A2006E96P391;n
274994;0;201505;CIL A2006H93P114;s
275026;0;208115;CIL A2006H93P118;n
275044;0;209566;CIL A2006H94P224;n
275062;0;209546;CIL A2006J94P220;n
275081;0;195390;CIL A2006L92P057;s
275100;0;209750;CIL A2006L94P237;n
275119;0;210985;CIL A2006N94P259;n
275137;0;212656;CIL A2008E96P395;n
275155;0;209572;CIL A2008H94P226;n
275174;0;194414;CIL A2008M94P242;n
275200;0;212053;CIL A2008M95P352;n
275218;0;210935;CIL A2008N94P255;n
275237;0;195217;CIL A2010A96P359;n
275254;0;212504;CIL A2010D96P377;n
275282;0;209101;CIL A2010E94P192;n
275301;0;211606;CIL A2010H95P311;n
275319;0;195445;CIL A2010H96P418;n
275337;0;211700;CIL A2010K95P319;n
275356;0;211775;CIL A2010K95P324;n
275376;0;209734;CIL A2010L94P234;s
275395;0;209761;CIL A2010L94P238;n
275418;0;211933;CIL A2010L95P339;n
275436;0;212129;CIL A2010M95P350;n
275458;0;212108;CIL A2012A96P356;n
275476;0;208691;CIL A2012B94P153;n
275507;0;209138;CIL A2012F94P194;n
275529;0;209374;CIL A2012F94P202;n
275547;0;209375;CIL A2012F94P203;n
275565;0;202456;CIL A2012H94P225;n
275591;0;211547;CIL A2012H95P298;n
275610;0;212875;CIL A2012H96P415;n
275629;0;212871;CIL A2012H96P417;s
275649;0;211699;CIL A2012K95P318;n
275668;0;195579;CIL A2012K96P429;s
275687;0;213210;CIL A2012L91P932;n
275707;0;211855;CIL A2012L95P329;n
275727;0;211960;CIL A2012L95P340;n
275747;0;195159;CIL A2012M95P353;n
275768;0;193765;CIL A2016B94P154;s
275790;0;194726;CIL A2016B94P155;s
275812;0;211088;CIL A2016B95P267;n
275830;0;211063;CIL A2016B95P270;n
275848;0;208757;09MS160A555;s
275868;0;212336;CIL A2016C96P369;n
275884;0;195318;CIL A2016C96P371;s
275910;0;193627;CIL A2016D94P169;s
275933;0;202567;CIL A2016D94P172;n
275955;0;211191;CIL A2016D95P276;n
275976;0;201575;CIL A2016D96P385;n
275997;0;212442;CIL A2016D96P390;s
276017;0;212657;CIL A2016E96P376;n
276039;0;213037;CIL A2016E96P396;n
276061;0;212664;CIL A2016E96P397;n
276080;0;209215;CIL A2016F94P197;n
276100;0;211463;CIL A2016F95P291;n
276118;0;212872;CIL A2016F96P403;n
276133;0;209258;CIL A2016H94P204;n
276154;0;209257;CIL A2016H94P205;n
276175;0;209256;CIL A2016H94P206;s
276197;0;211536;CIL A2016H95P299;n
276215;0;193917;CIL A2016J94P221;n
276238;0;212958;CIL A2016J96P423;n
276256;0;195036;CIL A2016K95P320;n
276274;0;211707;CIL A2016K95P322;n
276292;0;213215;CIL A2016L91P934;n
276312;0;209748;CIL A2016L94P235;n
276331;0;209749;CIL A2016L94P236;n
276350;0;195089;CIL A2016L95P337;n
276368;0;211971;CIL A2016M95P341;n
276384;0;212125;CIL A2016M95P346;n
276401;0;212126;CIL A2016M95P348;n
276418;0;212082;CIL A2016N95P355;n
276438;0;208718;CIL A2020B94P156;n
276459;0;211093;CIL A2020B95P268;n
276477;0;211064;CIL A2020B95P269;n
276495;0;195299;CIL A2020C96P368;s
276518;0;211279;CIL A2020D95P280;n
276537;0;211280;CIL A2020D95P281;n
276558;0;209151;CIL A2020F94P195;n
276577;0;194853;CIL A2020F95P286;n
276598;0;194868;CIL A2020F95P297;s
276619;0;209578;CIL A2020H94P223;n
276638;0;211538;CIL A2020H95P300;n
276659;0;211537;CIL A2020H95P301;n
276678;0;195027;CIL A2020H95P305;s
276697;0;209662;CIL A2020K94P230;n
276718;0;211706;CIL A2020K95P321;n
276736;0;211747;CIL A2020K95P323;n
276761;0;211833;CIL. A2020K95P326;n
276779;0;213230;CIL A2020L91P933;n
276800;0;213217;CIL A2020L91P935;n
276827;0;211841;CIL A2020L95P327;n
